,Date,AppID,AppName,Country,Author,Rating,Review,Title Review,Detected Language,content,issue,syn,issue_vio_id,sentiment,Age,Disability,Domain_Specific,Emotional,Gender,Language,Location,Privacy,Socio_economic_Status
205,13/06/2020 5:42,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Mohamad Momani,5,برنامج ممتاز بس فيه عندي مشكله انه ما بيتابع حالتي في الحجر المنزلي ولا يرسل لي طلبات,An excellent program  but I have a problem that it does not follow my case in home quarantine and does not send me requests,ar,An excellent program  but I have a problem that it does not follow my case in home quarantine and does not send me requests,Domain_Specific,follow,0.090909091,Negative,0,0,1,0,,0,0,0,0
213,10/6/20 6:45,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Qaid Alreyashi,5,شكرا لحكومتنا على مايقدموه للمواطن من خدمه جليله وشكرا للكوادر الصحية على مجهودهم. دمتم بحفظ الله ورعايته ودام الخبر والامان على البحرين واهلها,Thanks to our government for the great service they provide to the citizen  and thanks to the health personnel for their efforts. As long as God preserve and care for you  and as long as the news and safety prevail over Bahrain and its people,ar,Thanks to our government for the great service they provide to the citizen  and thanks to the health personnel for their efforts  As long as God preserve and care for you  and as long as the news and safety prevail over Bahrain and its people,"Domain_Specific, Location","bahrain, servic, servic, preserv",0.2,Positive,0,0,1,0,,0,1,0,0
223,7/6/20 13:59,bh.bahrain.corona.tracker,BeAware Bahrain,en,SHAKEELA KHAN,3,"Sir I am registered and has been put on Self - Islation for 14 days from 4 June till 18 June 2020 at Bahrain Intl Airport by Corona Test Centre. Since I have reached my Single bed room flat in East Riffa. I am confined in that room. But I am receiving messages that "" My Location is not near to my residence"" and come back to your Self- Isolation range..... Despite I am holding mobile in the hand on which the Tracker is put on and also not getting the window for ""upload Photo Request"" please help","  Sir I am registered and has been put on Self - Islation for 14 days from 4 June till 18 June 2020 at Bahrain Intl Airport by Corona Test Centre. Since I have reached my Single bed room flat in East Riffa. I am confined in that room. But I am receiving messages that "" My Location is not near to my residence"" and come back to your Self- Isolation range..... Despite I am holding mobile in the hand on which the Tracker is put on and also not getting the window for ""upload Photo Request"" please help ",en,  Sir I am registered and has been put on Self   Islation for    days from   June till    June      at Bahrain Intl Airport by Corona Test Centre  Since I have reached my Single bed room flat in East Riffa  I am confined in that room  But I am receiving messages that   My Location is not near to my residence  and come back to your Self  Isolation range      Despite I am holding mobile in the hand on which the Tracker is put on and also not getting the window for  upload Photo Request  please help ,"Domain_Specific, Location, Privacy","bahrain, locat, locat, receiv, tracker",0.102040816,Positive,0,0,1,0,,0,1,1,0
230,5/6/20 11:06,bh.bahrain.corona.tracker,BeAware Bahrain,en,Angelica Garcia,3,I can't update the app for me to make a test appointment. It's so aggravating because this app consumes a lot of data.,  I can't update the app for me to make a test appointment. It's so aggravating because this app consumes a lot of data. ,en,  I can t update the app for me to make a test appointment  It s so aggravating because this app consumes a lot of data  ,Privacy,data,0.090909091,Negative,0,0,0,0,,0,0,1,0
236,3/6/20 7:21,bh.bahrain.corona.tracker,BeAware Bahrain,en,Jamal Shehab,5,اقتراح بخصوص تطبيق مجتمع واعي. كثير منا عندما يذهب إلى المستشفيات والعيادات يتم تطبيق الاحترازات مثل قياس الحراره ولبس الكمام ولكن في المستشفيات والعيادات يتم توجيه اسئله للتأكد من المراجع ان كان خالط او سافر وهكذا. الاقتراح هو أن يتم اضافه ماييثبت ان الشخص لم يخالط او يسافر بوجود علامه او لون معين يتم ابرازه عند الطلب.,A proposal for a conscious community implementation. When many of us go to hospitals and clinics  precautions are applied  such as measuring temperature and wearing a mask  but in hospitals and clinics  questions are asked to make sure the references are in contact or travel and so on. The suggestion is to add what proves that the person did not mix or travel in the presence of a certain mark or color that is highlighted upon request.,ar,A proposal for a conscious community implementation  When many of us go to hospitals and clinics  precautions are applied  such as measuring temperature and wearing a mask  but in hospitals and clinics  questions are asked to make sure the references are in contact or travel and so on  The suggestion is to add what proves that the person did not mix or travel in the presence of a certain mark or color that is highlighted upon request ,Domain_Specific,"color, measur",0.054054054,Positive,0,0,1,0,,0,0,0,0
245,31/05/2020 3:11,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Saeed Aldhubiea,5,تطبيق ممتاز الله يوفقكم ويسعدكم جميعا يارب العالمين,An excellent application  may God grant you success and happiness to all  Lord of the Worlds,ar,An excellent application  may God grant you success and happiness to all  Lord of the Worlds,Domain_Specific,applic,0.111111111,Positive,0,0,1,0,,0,0,0,0
246,30/05/2020 10:56,bh.bahrain.corona.tracker,BeAware Bahrain,en,ahammed zakariya,5,Bahrain💪🖤,Bahrain💪🖤,id,Bahrain  ,Location,bahrain,1,Neutral,0,0,0,0,,0,1,0,0
256,25/05/2020 20:25,bh.bahrain.corona.tracker,BeAware Bahrain,ar,مي محمد,1,لا يتم تسجيل البيانات ودائما يكتب لي انت غير مسجل وعند التسجيل يتكرر انه لم يتم التسجيل ولا يتم التحديث بشكل مستمر واستجابه البرنامج جدا بطيئه,The data is not recorded and it is always written to me that you are not registered and when recording it is repeated that there is no registration and the update is not done continuously and the response of the program is very slow,ar,The data is not recorded and it is always written to me that you are not registered and when recording it is repeated that there is no registration and the update is not done continuously and the response of the program is very slow,"Domain_Specific, Privacy","data, record",0.133333333,Negative,0,0,1,0,,0,0,1,0
262,24/05/2020 7:00,bh.bahrain.corona.tracker,BeAware Bahrain,en,Alsagai Saeed,5,تطبيق ممتاز لكم منا وافر الشكر والامتنان,An excellent application for you from us the most thanks and gratitude,ar,An excellent application for you from us the most thanks and gratitude,Domain_Specific,applic,0.2,Positive,0,0,1,0,,0,0,0,0
263,24/05/2020 2:23,bh.bahrain.corona.tracker,BeAware Bahrain,ar,محمد العبد,5,#شكرا_فريق_البحرين,# Thank you_Bahrain Team,ar,  Thank you Bahrain Team,Location,bahrain,0.333333333,Positive,0,0,0,0,,0,1,0,0
267,22/05/2020 17:50,bh.bahrain.corona.tracker,BeAware Bahrain,en,Nasir Shahzad,5,Good application,  Good application ,en,  Good application ,Domain_Specific,applic,0.5,Positive,0,0,1,0,,0,0,0,0
268,22/05/2020 17:20,bh.bahrain.corona.tracker,BeAware Bahrain,en,Francis Rukeisa,2,"This App not punctual on giving results especially after virus testing,the report not issued within 24hrs as stated but only all the time shows ""Pending "" even for 2days! So it confuse patients on which route to follow-Negative or Positive?","  This App not punctual on giving results especially after virus testing the report not issued within 24hrs as stated but only all the time shows ""Pending "" even for 2days! So it confuse patients on which route to follow-Negative or Positive? ",en,  This App not punctual on giving results especially after virus testing the report not issued within   hrs as stated but only all the time shows  Pending   even for  days  So it confuse patients on which route to follow Negative or Positive  ,"Domain_Specific, Emotional","confus, follow",0.083333333,Negative,0,0,1,1,,0,0,0,0
270,22/05/2020 12:07,bh.bahrain.corona.tracker,BeAware Bahrain,en,Eihab Al-Hendi,5,"I don't receive notifications to upload my picture when I'm on self isolation if the application is not opened. Therefore, I have to check every now and then so I don't miss any requests and get in trouble 😅. The above problem has been fixed thank you very much. May I suggest to add an option if someone missed to upload his picture to write a comment (reason why he didn't upload) sleeping, no notification, etc.. Thank you",  I don't receive notifications to upload my picture when I'm on self isolation if the application is not opened. Therefore  I have to check every now and then so I don't miss any requests and get in trouble 😅. The above problem has been fixed thank you very much. May I suggest to add an option if someone missed to upload his picture to write a comment (reason why he didn't upload) sleeping  no notification  etc.. Thank you ,en,  I don t receive notifications to upload my picture when I m on self isolation if the application is not opened  Therefore  I have to check every now and then so I don t miss any requests and get in trouble    The above problem has been fixed thank you very much  May I suggest to add an option if someone missed to upload his picture to write a comment  reason why he didn t upload  sleeping  no notification  etc   Thank you ,Domain_Specific,"receiv, comment, applic",0.076923077,Negative,0,0,1,0,,0,0,0,0
272,21/05/2020 18:38,bh.bahrain.corona.tracker,BeAware Bahrain,ar,ehab buebrahim,5,يعطيكم العافية وعساكم على القوة القائمين على التطبيق الأكثر من رائع,It gives you wellness and strength on the most wonderful application,ar,It gives you wellness and strength on the most wonderful application,Domain_Specific,applic,0.2,Positive,0,0,1,0,,0,0,0,0
280,19/05/2020 7:15,bh.bahrain.corona.tracker,BeAware Bahrain,en,Ali Gujjar,5,My test was done on 17-05-2020 Still my results pending is it normal? My boss says it's positive that's why still pending Plz guide me Thanks,  My test was done on 17-05-2020 Still my results pending is it normal? My boss says it's positive that's why still pending Plz guide me Thanks ,en,  My test was done on            Still my results pending is it normal  My boss says it s positive that s why still pending Plz guide me Thanks ,Domain_Specific,"boss, guid, normal",0.2,Positive,0,0,1,0,,0,0,0,0
281,18/05/2020 17:55,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Reham Abdalhady,1,ننةنزظزمززوت ولا وان وهو ت هي ولا عن العالم ان تتعتهتهتتعوظازووز منززتوزنزززت وزنا وهو وان وهو ت الامور بشكل سيء من قبل رمضان كريم وأنشاء على الموقع برجاء من قبل ما تموت في البيت فغههغ من قبل ما تموت ععهعع في البيت فسادا في البلد التي سلمت ما العام الماضي أن في طيران العصفور في البيت فسادا في البلد التي,Nanaazzzot  not one  and she is not about the world. That in the flight of a bird in the house corruption in the country that,ar,Nanaazzzot  not one  and she is not about the world  That in the flight of a bird in the house corruption in the country that,"Language, Location","countri, countri",0.25,Neutral,0,0,0,0,,1,1,0,0
282,18/05/2020 12:07,bh.bahrain.corona.tracker,BeAware Bahrain,ar,asma nejad,5,انا كنت منزلة البرنامج صار له فترة وكان كل يعلق معاي اضطريت احذفه بس لما ارجع انزله ما ينزل معاي,I was in the status of the program  it had a while and every comment was with me  I had to delete it  but when I came back I downloaded it with me,ar,I was in the status of the program  it had a while and every comment was with me  I had to delete it  but when I came back I downloaded it with me,Domain_Specific,comment,0.125,Neutral,0,0,1,0,,0,0,0,0
287,17/05/2020 16:32,bh.bahrain.corona.tracker,BeAware Bahrain,ar,محمد القاضي,5,جميل جدآ واعجبني كي الناس يعرفو جيدآ عن هذهي الأمراض ويعرفو من الذي توفى وغيرها هذا التطبيق جميل جدآ,Very beautiful and I like it so that people know well about these diseases and know who passed away and others. This application is very beautiful,ar,Very beautiful and I like it so that people know well about these diseases and know who passed away and others  This application is very beautiful,Domain_Specific,applic,0.076923077,Positive,0,0,1,0,,0,0,0,0
292,16/05/2020 22:27,bh.bahrain.corona.tracker,BeAware Bahrain,en,Mohammad Noor Nawasrah,5,ارجو العلم ان التحديث اليومي لا يشمل بقية الدول المدرجة بالتطبيق فقط يتم تحديث حالات البحرين فقط بينما نرى بقية الدول ثابته كماهي ربي يعافيكم #فريق_البحرين,Please note that the daily update does not include the rest of the countries listed in the application. Only Bahrain cases are updated while we see the rest of the countries fixed as they are  may God heal you. # Bahrain_Team,ar,Please note that the daily update does not include the rest of the countries listed in the application  Only Bahrain cases are updated while we see the rest of the countries fixed as they are  may God heal you    Bahrain Team,"Domain_Specific, Language, Location","countri, countri, bahrain, applic",0.173913043,Positive,0,0,1,0,,1,1,0,0
293,16/05/2020 18:59,bh.bahrain.corona.tracker,BeAware Bahrain,en,Jing Jamer0,1,"Good evening, i want to ask about this application. I was in drive through for Covid-19 test yesterday May 15, how i know the test result",  Good evening  i want to ask about this application. I was in drive through for Covid-19 test yesterday May 15  how i know the test result ,en,  Good evening  i want to ask about this application  I was in drive through for Covid    test yesterday May     how i know the test result ,Domain_Specific,applic,0.076923077,Positive,0,0,1,0,,0,0,0,0
306,14/05/2020 14:18,bh.bahrain.corona.tracker,BeAware Bahrain,ar,محمد مقبل,5,شكرن لكم انه برنامج راع ونشكركم على جوهدكم الجباره في الحفاظ على ارواح المواطينين ولمقيمين ونشكر هاذا البلد العظيم وكم اتمنى خدمت هاذا البلد باي شكل من الاشكال شكرن لكم #فريق البحرين #مجتمع واعي,Thank you  it is a sponsor program  and we thank you for your tremendous efforts in preserving the souls of citizens and residents. We thank this great country  and I hope you have served this country in any way.,ar,Thank you  it is a sponsor program  and we thank you for your tremendous efforts in preserving the souls of citizens and residents  We thank this great country  and I hope you have served this country in any way ,"Domain_Specific, Language, Location","countri, countri, preserv, sponsor",0.222222222,Positive,0,0,1,0,,1,1,0,0
308,14/05/2020 1:41,bh.bahrain.corona.tracker,BeAware Bahrain,en,qassim mohammed khamis prep c,4,This app is really good if you want to be updated about the latest updates in bahrain but I'm isolating myself it's been 1 week and a half and I used to receive notifications that my location was detected but it's been 2 days and it has not been detected now so just asking if u are still detecting my location,  This app is really good if you want to be updated about the latest updates in bahrain but I'm isolating myself it's been 1 week and a half and I used to receive notifications that my location was detected but it's been 2 days and it has not been detected now so just asking if u are still detecting my location ,en,  This app is really good if you want to be updated about the latest updates in bahrain but I m isolating myself it s been   week and a half and I used to receive notifications that my location was detected but it s been   days and it has not been detected now so just asking if u are still detecting my location ,"Domain_Specific, Location, Privacy","bahrain, locat, locat, receiv",0.173913043,Positive,0,0,1,0,,0,1,1,0
309,13/05/2020 17:16,bh.bahrain.corona.tracker,BeAware Bahrain,ar,ياسر المطري,5,بصراحه تطبيق جميل جدا جدا احببت هذا هذا التطبيق انا انصحكم بتحميله فقط في البحرين وشكرا لحسن تعاونكم يا فريق العمل البحريني مع السلامه😊😊,Honestly  a very very beautiful application. I loved this application. I advise you to download it only in Bahrain and thank you for your good cooperation  the Bahraini work team.,ar,Honestly  a very very beautiful application  I loved this application  I advise you to download it only in Bahrain and thank you for your good cooperation  the Bahraini work team ,"Domain_Specific, Location","bahrain, cooper, applic, cooper",0.235294118,Positive,0,0,1,0,,0,1,0,0
310,13/05/2020 15:58,bh.bahrain.corona.tracker,BeAware Bahrain,en,Masood Ahmed,2,I can't enter my phone number for registration in the personal number box. What to do? Plz reply asap. Thank you.,  I can't enter my phone number for registration in the personal number box. What to do? Plz reply asap. Thank you. ,en,  I can t enter my phone number for registration in the personal number box  What to do  Plz reply asap  Thank you  ,Domain_Specific,enter,0.090909091,Positive,0,0,1,0,,0,0,0,0
313,12/5/20 23:13,bh.bahrain.corona.tracker,BeAware Bahrain,ar,ابو حلمي,5,حفظ الله المملكة وكل انسان يعيش فيها ونسال الله القوة للكادر الطبي صاحب الجهود الجبارة,May God protect the Kingdom and every person who lives in it  and we ask God the strength of the medical staff who has made great efforts,ar,May God protect the Kingdom and every person who lives in it  and we ask God the strength of the medical staff who has made great efforts,"Domain_Specific, Privacy","protect, staff, medic",0.2,Positive,0,0,1,0,,0,0,1,0
314,12/5/20 20:01,bh.bahrain.corona.tracker,BeAware Bahrain,ar,قليصل لا,5,شكرا لكل القائمين عاى هاذ العمل الجبار وشكرا للكادر الطبي خط دفاعنا الاول في مواجهة هاذا الوباء ❤❤,Thanks to all those responsible for this tremendous work  and thanks to the medical staff  our first line of defense in facing this epidemic ❤❤,ar,Thanks to all those responsible for this tremendous work  and thanks to the medical staff  our first line of defense in facing this epidemic   ,Domain_Specific,"staff, medic",0.166666667,Positive,0,0,1,0,,0,0,0,0
315,12/5/20 14:46,bh.bahrain.corona.tracker,BeAware Bahrain,en,muharraqawy 99,1,it spy on us,  it spy on us ,en,  it spy on us ,"Domain_Specific, Privacy","spi, spi",1,Neutral,0,0,1,0,,0,0,1,0
316,12/5/20 11:24,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Asma Mohammed,5,انا لا ارى اجمل من هذا تطبيق و شكرا لوزارة الصحة ❤,I do not see more beautiful than this application  and thanks to the Ministry of Health ❤,ar,I do not see more beautiful than this application  and thanks to the Ministry of Health  ,Domain_Specific,applic,0.166666667,Negative,0,0,1,0,,0,0,0,0
318,12/5/20 0:28,bh.bahrain.corona.tracker,BeAware Bahrain,en,Shabeeh Manappurath,5,Gives me Timely Alerts about the Covid-19 Pandemic.. not just in Bahrain.. but the global statistics included,  Gives me Timely Alerts about the Covid-19 Pandemic.. not just in Bahrain.. but the global statistics included ,en,  Gives me Timely Alerts about the Covid    Pandemic   not just in Bahrain   but the global statistics included ,Location,bahrain,0.111111111,Neutral,0,0,0,0,,0,1,0,0
324,11/5/20 5:34,bh.bahrain.corona.tracker,BeAware Bahrain,en,Raven Hugo,4,Hi. I want to know the result of my test but no information is showing on my data. Is there another way to get the result. Thank you,  Hi. I want to know the result of my test but no information is showing on my data. Is there another way to get the result. Thank you ,en,  Hi  I want to know the result of my test but no information is showing on my data  Is there another way to get the result  Thank you ,Privacy,data,0.076923077,Positive,0,0,0,0,,0,0,1,0
325,11/5/20 0:57,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Ahmed Akbari,5,جدا ممتاز برنامج والدليل لتوعية الشعب عن كل المستجدات . ألله يوفقكم,Very excellent program and guide to educate people about all developments. God bless you,ar,Very excellent program and guide to educate people about all developments  God bless you,"Domain_Specific, Socio_economic_Status","educ, guid",0.222222222,Positive,0,0,1,0,,0,0,0,1
342,7/5/20 13:24,bh.bahrain.corona.tracker,BeAware Bahrain,ar,amal rabeea,5,تطبيق ممتاز الشكر الجزيل لوزارة الصحة والطواقم الطبية على جهودهم البارزة وحفظ الله الجميع,Excellent application Many thanks to the Ministry of Health and the medical staff for their outstanding efforts and may God protect everyone,ar,Excellent application Many thanks to the Ministry of Health and the medical staff for their outstanding efforts and may God protect everyone,"Domain_Specific, Privacy","protect, staff, applic, medic",0.285714286,Positive,0,0,1,0,,0,0,1,0
343,7/5/20 8:30,bh.bahrain.corona.tracker,BeAware Bahrain,en,Mohsin Ali,5,King of Bahrain in very good country,  King of Bahrain in very good country ,en,  King of Bahrain in very good country ,"Language, Location","countri, countri, bahrain",0.6,Positive,0,0,0,0,,1,1,0,0
344,7/5/20 0:48,bh.bahrain.corona.tracker,BeAware Bahrain,ar,عمر محمد,5,ممتازه وجميله والله يرفع عناء البلا يارب العالمين وعن الامه الاسلاميه,Excellent and beautiful  and God relieves the pain of the country  Lord of the worlds and on behalf of the Islamic nation,ar,Excellent and beautiful  and God relieves the pain of the country  Lord of the worlds and on behalf of the Islamic nation,"Language, Location","countri, countri",0.181818182,Positive,0,0,0,0,,1,1,0,0
348,6/5/20 10:42,bh.bahrain.corona.tracker,BeAware Bahrain,en,ad Angel,5,"It's great application and wonderful amazing thank you very much, God bless you Bahrain Team.🇧🇭",  It's great application and wonderful amazing thank you very much  God bless you Bahrain Team.🇧🇭 ,en,  It s great application and wonderful amazing thank you very much  God bless you Bahrain Team    ,"Domain_Specific, Location","bahrain, applic",0.181818182,Positive,0,0,1,0,,0,1,0,0
356,5/5/20 4:33,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Sokahnona Abud,5,تحربة عظيمة شكرا فريق البحرين,Great experience Thank you Team Bahrain,ar,Great experience Thank you Team Bahrain,Location,bahrain,0.2,Positive,0,0,0,0,,0,1,0,0
364,4/5/20 10:48,bh.bahrain.corona.tracker,BeAware Bahrain,ar,81_vx,5,تطبيق جميل وسهل ويساعد على معرفت أحوال الدوله,Beautiful and easy application that helps to know the state's conditions,ar,Beautiful and easy application that helps to know the state s conditions,Domain_Specific,applic,0.142857143,Positive,0,0,1,0,,0,0,0,0
365,4/5/20 3:41,bh.bahrain.corona.tracker,BeAware Bahrain,ar,بنت البحرين,5,الله يحفظ ديرتي البحرين 😻💗🇧🇭انصحكم بتحميل هذا البرنامج الرائع♡♡♡,May God preserve my country  I advise you to download this wonderful program ♡♡♡,ar,May God preserve my country  I advise you to download this wonderful program    ,"Domain_Specific, Language, Location","countri, countri, preserv",0.375,Positive,0,0,1,0,,1,1,0,0
368,3/5/20 22:54,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Alhabib 10,5,تطبيق جميييل جدا ومفيد من ناحية نزول القرارات كلها,A very useful and useful application in terms of all decisions,ar,A very useful and useful application in terms of all decisions,Domain_Specific,applic,0.166666667,Positive,0,0,1,0,,0,0,0,0
371,3/5/20 18:19,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Sara Sara,5,جميل جدا جدا نزلته بس اختي الصغيره حذفته قاعده انزله مره ثانيه شكرا وزارة الصحة على هذه التطبيق,Very very beautiful. I downloaded it  but my little sister deleted it  a rule  download it again  thank the Ministry of Health for this application.,ar,Very very beautiful  I downloaded it  but my little sister deleted it  a rule  download it again  thank the Ministry of Health for this application ,Domain_Specific,applic,0.076923077,Positive,0,0,1,0,,0,0,0,0
374,3/5/20 2:01,bh.bahrain.corona.tracker,BeAware Bahrain,ar,nasser gaashan,5,تطبيق أكثر من رائع والكلام لايوفي الجهد الجبار والتقدم والتطور والنمو الإلكتروني للتطبيقات بالمملكه الغاليه حفظكم الله وسدد خطاكم لكل خير ويعطيكم العافيه على ماتقومون به لخدمه هذا الوطن المعطاء .. ملاحظه بسيطه لا أستطيع الاشتراك برقمين رغم استخدام رقم للبيت. العائله. والرقم الثاني باستخدامي والرقمين باسمي,The application is more than wonderful and the speech does not meet the tremendous effort  progress  development and electronic growth of applications in the precious kingdom  may God protect you and pay your steps for every good and give you wellness on what you are doing to serve this generous country .. A simple note  I cannot subscribe to two numbers despite using a home number. the family. The second number is with me and the two numbers are in my name,ar,The application is more than wonderful and the speech does not meet the tremendous effort  progress  development and electronic growth of applications in the precious kingdom  may God protect you and pay your steps for every good and give you wellness on what you are doing to serve this generous country    A simple note  I cannot subscribe to two numbers despite using a home number  the family  The second number is with me and the two numbers are in my name,"Domain_Specific, Language, Location, Privacy, Socio_economic_Status","countri, pay, countri, protect, applic",0.12195122,Positive,0,0,1,0,,1,1,1,1
379,2/5/20 15:08,bh.bahrain.corona.tracker,BeAware Bahrain,en,AbdulRahman M AR,5,Good application give as more we love u ربي يسر ولا تعسر,  Good application give as more we love u ربي يسر ولا تعسر ,en,  Good application give as more we love u                  ,Domain_Specific,applic,0.2,Positive,0,0,1,0,,0,0,0,0
383,1/5/20 18:33,bh.bahrain.corona.tracker,BeAware Bahrain,ar,فاطمة جواد,5,عطيت البرنامج خمسة نجوم عشان يحمي مجتمعنا مجتمع واعي,I gave the program five stars to protect our society and a conscious society,ar,I gave the program five stars to protect our society and a conscious society,Privacy,protect,0.125,Positive,0,0,0,0,,0,0,1,0
385,30/04/2020 22:36,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Ahjalaali,5,البرنامج جميل نشكر جهودكم على خفض المواطنين وندعوا لكم بتوفيق,The program is nice. We thank your efforts to reduce the citizens  and we pray for success,ar,The program is nice  We thank your efforts to reduce the citizens  and we pray for success,Domain_Specific,reduc,0.125,Positive,0,0,1,0,,0,0,0,0
391,30/04/2020 10:45,bh.bahrain.corona.tracker,BeAware Bahrain,en,Jeffrey Guijarro,3,Can there be an option for visitors to check their results.,  Can there be an option for visitors to check their results. ,en,  Can there be an option for visitors to check their results  ,Domain_Specific,visitor,0.25,Neutral,0,0,1,0,,0,0,0,0
393,30/04/2020 8:32,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Mohamed Al Thawadi,5,موقع مميز وفر الكثير من الوقت,Great location  save a lot of time,ar,Great location  save a lot of time,"Domain_Specific, Privacy","locat, locat",0.4,Positive,0,0,1,0,,0,0,1,0
395,29/04/2020 19:35,bh.bahrain.corona.tracker,BeAware Bahrain,en,Mohammed AL Saeed,5,برنامج مهم لكل بحريني ومقيم,An important program for every Bahraini and resident,ar,An important program for every Bahraini and resident,Domain_Specific,import,0.2,Positive,0,0,1,0,,0,0,0,0
397,29/04/2020 18:56,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Aysha Buhijji,5,اكيد البحرين تستاهل,Sure  Bahrain deserves,ar,Sure  Bahrain deserves,Location,bahrain,0.333333333,Positive,0,0,0,0,,0,1,0,0
403,29/04/2020 0:37,bh.bahrain.corona.tracker,BeAware Bahrain,ar,نسيم الغيماني,5,تطبيق أكثر من رائع شكرا للحكومة والقيادة الرشيدة على كل الجهود المقدمة,More than wonderful application Thank you to the government and the wise leadership for all the efforts made,ar,More than wonderful application Thank you to the government and the wise leadership for all the efforts made,Domain_Specific,applic,0.125,Positive,0,0,1,0,,0,0,0,0
408,28/04/2020 15:47,bh.bahrain.corona.tracker,BeAware Bahrain,en,human human,5,God bless Bahrain,  God bless Bahrain ,en,  God bless Bahrain ,Location,bahrain,0.333333333,Positive,0,0,0,0,,0,1,0,0
418,27/04/2020 18:15,bh.bahrain.corona.tracker,BeAware Bahrain,ar,صقرالعرب العرب,5,شكرا لوزارة الصحه الصراحه برنامج مفيد لسلامة المواطنين والمقيمين بمملكتنا الحبيبه حفظها الله بحفظه من كل شر ومكروه من هذا الوباء جزاكم الله خير يافريق البحرين,Thanks to the Ministry of Health. Frankly  a useful program for the safety of citizens and residents of our beloved kingdom  may God protect it from all evil and harm from this epidemic. May God reward you well  Bahrain's team.,ar,Thanks to the Ministry of Health  Frankly  a useful program for the safety of citizens and residents of our beloved kingdom  may God protect it from all evil and harm from this epidemic  May God reward you well  Bahrain s team ,"Location, Privacy","bahrain, protect",0.086956522,Positive,0,0,0,0,,0,1,1,0
421,26/04/2020 19:28,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Amira Almozamy,5,هذا الطتبيق رررررررررررررررررررررررررررررررررررررررررررررررررررررروعة,This application is a wonderful application.,fa,This application is a wonderful application ,Domain_Specific,applic,0.333333333,Positive,0,0,1,0,,0,0,0,0
425,26/04/2020 17:12,bh.bahrain.corona.tracker,BeAware Bahrain,ar,mudassar mohammad,5,اشلون اذا بغير رقم الهاتف اللي دخلته ف التطبيق اثناء عملية التسجيل عشان حق المسابقه يتصلون ع الواتس اب والرقم اللي سجلته ما عليه واتس,What if without the phone number that you entered in the application during the registration process  in order for the right to compete  they call WhatsApp and the number that you registered is what WhatsApp,ar,What if without the phone number that you entered in the application during the registration process  in order for the right to compete  they call WhatsApp and the number that you registered is what WhatsApp,Domain_Specific,"enter, applic, order",0.1875,Neutral,0,0,1,0,,0,0,0,0
435,25/04/2020 19:38,bh.bahrain.corona.tracker,BeAware Bahrain,ar,أمين طاهر قايد السحيقي ابو محمد,5,جهود رائعة ربنا يحفظ البحرين,Wonderful efforts  may God protect Bahrain,ar,Wonderful efforts  may God protect Bahrain,"Location, Privacy","bahrain, protect",0.333333333,Positive,0,0,0,0,,0,1,1,0
439,25/04/2020 15:16,bh.bahrain.corona.tracker,BeAware Bahrain,en,Fatme Ali,5,Proud of Bahrain,  Proud of Bahrain ,en,  Proud of Bahrain ,Location,bahrain,0.5,Positive,0,0,0,0,,0,1,0,0
445,25/04/2020 8:48,bh.bahrain.corona.tracker,BeAware Bahrain,ar,بو محمد النوبي,5,اشكر القايمين علية ممتاز جدا,I thank the curators  very excellent,ar,I thank the curators  very excellent,Domain_Specific,curat,0.25,Positive,0,0,1,0,,0,0,0,0
446,25/04/2020 8:25,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Haroon Ali,5,تطبيق راائع شكراً لوزارة الصحة والكادر الطبي علىالجهود الكبيرة والتضحيات الشجاعة في هذه الظروف الاستثنائية مما يجعلهم الجنود في الصفوف الأولى في هذه الحرب التي نخوضها ضد هذا الوباء كورونا (كوفيد-19).,The application of Raaei Thank you to the Ministry of Health and the medical staff for the great efforts and courageous sacrifices in these exceptional circumstances  which makes them the soldiers in the first ranks in this war that we are fighting against this Corona epidemic (Covid-19).,ar,The application of Raaei Thank you to the Ministry of Health and the medical staff for the great efforts and courageous sacrifices in these exceptional circumstances  which makes them the soldiers in the first ranks in this war that we are fighting against this Corona epidemic  Covid     ,Domain_Specific,"staff, soldier, applic, medic",0.181818182,Positive,0,0,1,0,,0,0,0,0
449,24/04/2020 23:47,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Mahdiya Alkhabbaz,5,كلنا مع فريق البحرين ضد كرونا برنامج رائع,We are all with the Bahrain team against Krona  a great program,ar,We are all with the Bahrain team against Krona  a great program,Location,bahrain,0.2,Positive,0,0,0,0,,0,1,0,0
