,Date,AppID,AppName,Country,Version,Author,Rating,Title,Review,Title Review,Detected Language,content,issue,syn,issue_vio_id,sentiment,Age,Disability,Domain_Specific,Emotional,Gender,Language,Location,Privacy,Socio_economic_Status
98,4/21/20 23:28,1503717224,Stopp Corona,at,1.1.1.,Kuky3421,1,Nordkorea lässt grüßen!,"Unter dem Deckmantel der Corona Bekämpfung, soll eine totalitäre Diktatur à la Nordkorea installiert werden. Und das Rote Kreuz biedert sich dem Despot Kim Jong-kurz an - Shame on you. 

PS: Wie fleißig die bezahlten Trolle hier 5 Sterne vergeben und alle kritisieren die diese Nordkoreanische App nicht gut heißen. Noch ein Grund diese App als Unseriös abzulehnen.","Greetings from North Korea! Under the guise of fighting the Corona  a totalitarian dictatorship à la North Korea is to be installed. And the Red Cross is curious about the despot Kim Jong-kurz - Shame on you.

PS: How diligently the paid trolls give 5 stars here and everyone criticizes the North Korean app that doesn't approve of it. Another reason to reject this app as dubious.",de,Greetings from North Korea  Under the guise of fighting the Corona  a totalitarian dictatorship   la North Korea is to be installed  And the Red Cross is curious about the despot Kim Jong kurz   Shame on you   PS  How diligently the paid trolls give   stars here and everyone criticizes the North Korean app that doesn t approve of it  Another reason to reject this app as dubious ,"Domain_Specific, Emotional, Language","curious, korean, critic, approv",0.108108108,Negative,0,,1,1,0,1,0,0,0
101,4/19/20 20:32,1503717224,Stopp Corona,at,1.1.1.,Onilat,1,15 min für automatischen Kontakt,"Also 15 min bin ich nirgends wo mit einem an einem Ort. Es sollte auf 1 Minute reduziert werden, wenn einer hustet brauch ich nicht 25 min daneben stehen bleiben damit ich synchronisiere, wer weiß ob er/sie die App auch hat. 15 min viel zu lange, nicht realistisch!!!",15 min for automatic contact So for 15 min I am nowhere with you in one place. It should be reduced to 1 minute  if someone coughs I don't need to stand next to it for 25 minutes so that I can synchronize who knows whether he / she also has the app. 15 minutes too long  not realistic!,de,   min for automatic contact So for    min I am nowhere with you in one place  It should be reduced to   minute  if someone coughs I don t need to stand next to it for    minutes so that I can synchronize who knows whether he   she also has the app     minutes too long  not realistic ,Domain_Specific,"reduc, synchron",0.086956522,Neutral,0,,1,0,0,0,0,0,0
103,4/18/20 10:48,1503717224,Stopp Corona,at,1.1.1.,The Tom 1,1,Wenig praktikabel,"Grundsätzlich bin ich der Meinung, dass eine derartige App sogar gesetzlich verpflichtend sein sollte, besonders wenn aktuell die Lockerung der Ausgangsbeschränkungen erfolgt.

In der Praxis ist die App am iPhone aber weitgehend nutzlos.
Der manuelle Handshake funktioniert zwar tadellos, der automatische aber überhaupt nicht; ich habe wenig Lust mein Telefon zu bedienen wenn ich z.B. einkaufe.
Werde die App daher wieder deinstallieren, da es technisch offensichtlich nicht möglich ist alles „vollautomatisch“ ablaufen zu lassen.
Bloß für „Halblösungen“ bin ich nicht bereit meinen Standort preiszugeben (obwohl ich keinerlei „Datenschutzphobie“ habe).","Not very practicable In principle  I am of the opinion that such an app should even be legally binding  especially if the exit restrictions are currently being relaxed.

In practice  however  the app on the iPhone is largely useless.
The manual handshake works perfectly  but the automatic one does not work at all; I don't feel like using my phone when  for example purchases.
I will therefore uninstall the app again  as it is obviously technically not possible to run everything ""fully automatically"".
I am not prepared to reveal my location just for “half-solutions” (although I have no “privacy phobia”).",de,Not very practicable In principle  I am of the opinion that such an app should even be legally binding  especially if the exit restrictions are currently being relaxed   In practice  however  the app on the iPhone is largely useless  The manual handshake works perfectly  but the automatic one does not work at all  I don t feel like using my phone when  for example purchases  I will therefore uninstall the app again  as it is obviously technically not possible to run everything  fully automatically   I am not prepared to reveal my location just for  half solutions   although I have no  privacy phobia   ,"Domain_Specific, Privacy, Socio_economic_Status","technic, locat, privaci, prepar, locat, prepar, run",0.137254902,Positive,0,,1,0,0,0,0,1,1
110,4/16/20 14:51,1503717224,Stopp Corona,at,1.1.1.,starrysky29,2,An sich gutes System,"Aber wenn nur Kontakte der letzten 2 Tage zu kontaktieren bei einer durchschnittlichen ansteckenden Inkubationszeit von 5 Tagen und bis zu 14 Tagen erwischt man doch nur einen Bruchteil der Kontakte!

Abgesehen davon wird die ganze Gruppe von Schülern, Studenten und Menschen im Home Office kaum Kontakte außerhalb des Haushalts über 15 min unter 2m haben. So lang steht man doch nicht mal an der Kassa im Supermarkt...","A good system in itself But if you only contact contacts from the last 2 days with an average contagious incubation period of 5 days and up to 14 days  you will only catch a fraction of the contacts!

Apart from that  the whole group of schoolchildren  students and people in the home office will hardly have any contact outside the household for more than 15 minutes under 2m. You don't even stand at the checkout in the supermarket that long ...",de,A good system in itself But if you only contact contacts from the last   days with an average contagious incubation period of   days and up to    days  you will only catch a fraction of the contacts   Apart from that  the whole group of schoolchildren  students and people in the home office will hardly have any contact outside the household for more than    minutes under  m  You don t even stand at the checkout in the supermarket that long    ,"Age, Domain_Specific","student, outsid, student",0.083333333,Negative,1,,1,0,0,0,0,0,0
111,4/16/20 13:21,1503717224,Stopp Corona,at,1.1.1.,designakt,1,Was geschieht mit den gesammelten Daten?,"Geheim zu halten was in der App genau passiert gibt mir kein Vertrauen das meine Daten gut geschützt sind.
Macht die App Open Source oder lasst die App sein, so wird das nichts.","What happens to the collected data? Keeping secret what exactly happens in the app doesn't give me any confidence that my data is well protected.
Make the app open source or leave the app  it won't work.",de,What happens to the collected data  Keeping secret what exactly happens in the app doesn t give me any confidence that my data is well protected  Make the app open source or leave the app  it won t work ,Privacy,"data, protect",0.095238095,Positive,0,,0,0,0,0,0,1,0
112,4/16/20 4:16,1503717224,Stopp Corona,at,1.1.1.,pablobir,5,Tolle Idee,"Mit dem automatischen Handshake ist die App jetzt deutlich verbessert.
Gerade jetzt wo die Maßnahmen wieder gelockert werden, kann diese App einen Beitrag zur Eingrenzung neuer Fälle leisten.","Great idea With the automatic handshake  the app is now significantly improved.
Especially now that the measures are being relaxed again  this app can help narrow down new cases.",de,Great idea With the automatic handshake  the app is now significantly improved  Especially now that the measures are being relaxed again  this app can help narrow down new cases ,Domain_Specific,measur,0.066666667,Positive,0,,1,0,0,0,0,0,0
113,4/15/20 13:55,1503717224,Stopp Corona,at,1.1.1.,mr compliance vienna,1,Nicht compliant mit der Dsgvo- wieder gelöscht,"Meine Daten bekommt ihr mit dieser Implementierung nicht

Update:
„Stopp Corona“-App laut ARGE Daten „nicht praxistauglich“
Die „Stopp Corona“-App des Roten Kreuzes ist für die ARGE Daten „nicht praxistauglich“. Die Matching-Wahrscheinlichkeit – also die Tatsache, dass ein aufgezeichneter „Match“ auch ein tatsächlicher Kontakt innerhalb von zwei Metern ist – liege bei weniger als einem Promille, hieß es heute in einer Aussendung. Ein Lottogewinn sei wahrscheinlicher, die App gebe daher „falsche Sicherheit“.
Die App könne weder feststellen, ob jemandem die Hand gegeben wurde, noch, ob eine kontaminierte Fläche berührt wurde, so die ARGE Daten. Auch die technischen Möglichkeiten zur Distanzmessung sind für die Datenschutzorganisation unzureichend, da es an Genauigkeit fehle. Die Wahrscheinlichkeit, das über Bluetooth festzustellen, liege etwa „optimistisch geschätzt“ bei höchstens 25 Prozent.

„Von Exitstrategie keine Spur, eine ungeeignete Smartphone-App wird als Lösung aller Probleme verkauft“, lautet das Attest der ARGE Daten, die daher empfiehlt: „Finger weg von der App, vernünftige Distanz halten, regelmäßig Hände waschen!“","Not compliant with the DSGVO - deleted again. You will not get my data with this implementation

Update:
""Stop Corona"" app  according to ARGE data  ""not practical""
The Red Cross “Stop Corona” app is “not practical” for ARGE Daten. The matching probability - i.e. the fact that a recorded ""match"" is also an actual contact within two meters - is less than one per thousand  according to a broadcast today. A lottery win is more likely  so the app gives ""false security"".
According to ARGE Daten  the app can neither determine whether someone has been shaken or touched a contaminated surface. The technical possibilities for distance measurement are also inadequate for the data protection organization  as there is a lack of accuracy. The probability of ascertaining this via Bluetooth is roughly ""optimistically estimated"" at a maximum of 25 percent.

""There is no trace of an exit strategy  an unsuitable smartphone app is sold as the solution to all problems""  is the certificate from ARGE Daten  which therefore recommends: ""Stay away from the app  keep a reasonable distance  wash your hands regularly!""",de,Not compliant with the DSGVO   deleted again  You will not get my data with this implementation  Update   Stop Corona  app  according to ARGE data   not practical  The Red Cross  Stop Corona  app is  not practical  for ARGE Daten  The matching probability   i e  the fact that a recorded  match  is also an actual contact within two meters   is less than one per thousand  according to a broadcast today  A lottery win is more likely  so the app gives  false security   According to ARGE Daten  the app can neither determine whether someone has been shaken or touched a contaminated surface  The technical possibilities for distance measurement are also inadequate for the data protection organization  as there is a lack of accuracy  The probability of ascertaining this via Bluetooth is roughly  optimistically estimated  at a maximum of    percent    There is no trace of an exit strategy  an unsuitable smartphone app is sold as the solution to all problems   is the certificate from ARGE Daten  which therefore recommends   Stay away from the app  keep a reasonable distance  wash your hands regularly  ,"Domain_Specific, Privacy, Socio_economic_Status","technic, data, secur, protect, secur, record, measur, surfac, broadcast",0.087378641,Neutral,0,,1,0,0,0,0,1,1
117,4/14/20 9:10,1503717224,Stopp Corona,at,1.1.1.,Gwyn Girl,5,Tolle Sache,Eine wirklich empfehlenswerte und nützliche App. Auch in Sachen Datenschutz wurde wirklich anständig und vorbildlich gearbeitet. Klare Empfehlung!!,Great thing A really recommendable and useful app. When it comes to data protection  the work was really decent and exemplary. Clear recommendation !!,de,Great thing A really recommendable and useful app  When it comes to data protection  the work was really decent and exemplary  Clear recommendation   ,Privacy,"data, protect",0.133333333,Positive,0,,0,0,0,0,0,1,0
121,4/13/20 10:14,1503717224,Stopp Corona,at,1.1.1.,By Martin333,1,Idee gut > Fehlerhaft,"Die Idee ist gut 
Datenschutz mach ich mir keine Sorgen. Bei Google WhatsApp und Co mache ich mir wesentlich mehr sorgen und das kann man nicht beeinflussen außer man nützt das Internet nicht. 
Der automatische Handshake funktioniert zwischen IPhone und Androide nicht. Beide Geräte Bluetooth eingeschaltet, liegen 30min nebeneinander. Manuel funktioniert es. 
Daher nur 3 Sterne","Good idea> flawed The idea is good
I'm not worried about data protection. With Google WhatsApp and Co  I worry a lot more and you can't influence that unless you don't use the Internet.
The automatic handshake does not work between iPhone and Android. Both Bluetooth devices are switched on and lie next to each other for 30 minutes. Manuel it works.
Therefore only 3 stars",de,Good idea  flawed The idea is good I m not worried about data protection  With Google WhatsApp and Co  I worry a lot more and you can t influence that unless you don t use the Internet  The automatic handshake does not work between iPhone and Android  Both Bluetooth devices are switched on and lie next to each other for    minutes  Manuel it works  Therefore only   stars,"Emotional, Privacy","worri, data, protect",0.088235294,Positive,0,,0,1,0,0,0,1,0
123,4/13/20 7:10,1503717224,Stopp Corona,at,1.1.1.,bshdjdkdkdkkdjdjd,1,Sehr schlecht umgesetzt,"Zuerst musste der Handshake manuell gestartet werden - d.h. App völlig unbrauchbar.

Danach wurde angekündigt das es ein Update gibt und es jetzt automatisch geht - Hab die App nochmal installiert, funktioniert leider überhaupt nicht!!! 
Ich habe keinen einzigen automatischen Handshake obwohl einige in meinem Umfeld die App haben und wir alle die Automatik eingeschaltet UND der App alle Berechtigungen erteilt haben...

Fazit für mich:
Vorher unbrauchbar, nun noch immer unbrauchbar.","Very poorly implemented First the handshake had to be started manually - i.e. App completely unusable.

Then it was announced that there would be an update and that it will now work automatically - I installed the app again  unfortunately it does not work at all!
I don't have a single automatic handshake although some of my people have the app and we all switched on the automatic AND granted the app all authorizations ...

Conclusion for me:
Previously unusable  now still unusable.",de,Very poorly implemented First the handshake had to be started manually   i e  App completely unusable   Then it was announced that there would be an update and that it will now work automatically   I installed the app again  unfortunately it does not work at all  I don t have a single automatic handshake although some of my people have the app and we all switched on the automatic AND granted the app all authorizations      Conclusion for me  Previously unusable  now still unusable ,Domain_Specific,"author, author, announc",0.081081081,Negative,0,,1,0,0,0,0,0,0
124,4/13/20 6:47,1503717224,Stopp Corona,at,1.1.1.,Level30,5,Macht Sinn,Wer hier Angst hat bezüglich seiner personenbezogenen Daten sollte als 1. sein allgemeines Verhalten im Netz prüfen. Da gibts vermutlich einiges zu korrigieren.,Makes sense Anyone who is afraid of their personal data should first check their general behavior on the Internet. There are probably some things that need to be corrected.,de,Makes sense Anyone who is afraid of their personal data should first check their general behavior on the Internet  There are probably some things that need to be corrected ,Privacy,data,0.066666667,Neutral,0,,0,0,0,0,0,1,0
128,4/12/20 14:53,1503717224,Stopp Corona,at,1.1.1.,mkk73,1,Spionagetool unschuldig verpackt,"Schnüffel, schnüffel. Wer schnüffelt da herum?

Nach der Rezession wird dieses S.T.A.S.I-Tool gleich gelöscht! 

Ab jetzt gibt es keine Spenden mehr für das Rote Kreuz!","Spy tool packaged innocently Sniff  sniff. Who is sniffing around there?

After the recession  this S.T.A.S.I tool will be deleted immediately!

From now on there are no more donations for the Red Cross!",de,Spy tool packaged innocently Sniff  sniff  Who is sniffing around there   After the recession  this S T A S I tool will be deleted immediately   From now on there are no more donations for the Red Cross ,"Domain_Specific, Privacy","spi, packag, spi",0.2,Negative,0,,1,0,0,0,0,1,0
138,4/11/20 14:12,1503717224,Stopp Corona,at,1.1,Bianca Fasching,1,Automatischer Handshake,"Automatischer Handshake funktioniert nicht bei iOS! An den Entwickler: Bitte auch in den Infos zur App bitte so kommunizieren, damit man Bescheid weiß.
Verschwendung von Steuergelder!","Automatic handshake Automatic handshake does not work with iOS! To the developer: Please also communicate in the information about the app so that you know.
Waste of Tax Money!",de,Automatic handshake Automatic handshake does not work with iOS  To the developer  Please also communicate in the information about the app so that you know  Waste of Tax Money ,Domain_Specific,communic,0.058823529,Negative,0,,1,0,0,0,0,0,0
142,4/11/20 6:45,1503717224,Stopp Corona,at,1.1,topflyerrr,5,Zum Schutz der Gesundheit aller,"Wer beim Roten Kreuz „Böses“ vermutet und google, facebook, Instagram und Co nutzt, soll sich vielleicht einmal in diesen Medien die Geschichten der z.B. italienischen Ärzte und Pfleger anschauen. Vielleicht hilft das beim Umdenken! Wenn es uns mit einfachen Mitteln wie dieser APP gelingt diese Zustände zu vermeiden, sollten wir das (auf Zeit) tun.
An die Entwickler, das Rote Kreuz und die Uniqa Privatstiftung ein GROSSES DANKESCHÖN","To protect the health of everyone Anyone who suspects “evil” at the Red Cross and uses google  facebook  Instagram and Co should perhaps read the stories of e.g. look at Italian doctors and nurses. Maybe that will help you rethink! If we manage to avoid these conditions with simple means like this APP  we should do it (temporarily).
A BIG THANK YOU to the developers  the Red Cross and the Uniqa Private Foundation",de,To protect the health of everyone Anyone who suspects  evil  at the Red Cross and uses google  facebook  Instagram and Co should perhaps read the stories of e g  look at Italian doctors and nurses  Maybe that will help you rethink  If we manage to avoid these conditions with simple means like this APP  we should do it  temporarily   A BIG THANK YOU to the developers  the Red Cross and the Uniqa Private Foundation,"Domain_Specific, Language, Privacy","italian, protect, manag, manag",0.097560976,Positive,0,,1,0,0,1,0,1,0
144,4/11/20 5:49,1503717224,Stopp Corona,at,1.1,guent54,1,Automatischer Handshake,"Man sollte kommunizieren, dass bei Iphone der automatische Handshake nicht funktioniert, da dieser nur bei aktiver App und nicht im Hintergrund eine Bluetoothberbindung erlaubt.",Automatic handshake It should be communicated that the automatic handshake does not work with the Iphone  as this only allows a Bluetooth connection when the app is active and not in the background.,de,Automatic handshake It should be communicated that the automatic handshake does not work with the Iphone  as this only allows a Bluetooth connection when the app is active and not in the background ,Domain_Specific,communic,0.066666667,Positive,0,,1,0,0,0,0,0,0
146,4/10/20 22:11,1503717224,Stopp Corona,at,1.1,johnson248489,5,Wäre super wenn es hilft 🙃,"An alle Klugscheisser, die an irgendwelche Verschwörungen denken. Löscht Facebook, Instagram und nervt uns nicht mit eurem langweiligen Privatleben! Euch wird man niemals überwachen, warum denn auch? 
Ihr gebt ja eh alles preis! 
Noch ein Tipp an die AppEntwickler 
Implementier eine Selfie-Funktion + Like Button. Dann habt ihr die Breite dumme Masse 😉👍","Would be great if it helps 🙃 To all the smart asses who think of any conspiracies. Delete Facebook  Instagram and don't annoy us with your boring private life! You will never be monitored  why should you?
You give away everything anyway!
Another tip for the app developers
Implement a selfie function + like button. Then you have the width stupid mass 😉👍",de,Would be great if it helps   To all the smart asses who think of any conspiracies  Delete Facebook  Instagram and don t annoy us with your boring private life  You will never be monitored  why should you  You give away everything anyway  Another tip for the app developers Implement a selfie function   like button  Then you have the width stupid mass   ,"Domain_Specific, Emotional","annoy, bore, button",0.085714286,Positive,0,,1,1,0,0,0,0,0
147,4/10/20 20:22,1503717224,Stopp Corona,at,1.1,coronaapp!,1,Sinnvolle App im Kampf gegen Corona funktioniert aber nicht,"Musste meine Bewertung anpassen da die App auf IPhones nicht funktioniert da diese nur aufzeichnet wenn die App gerade aktiv ist. Leider eine Beschränkung die Apple vorgibt, an der aber gearbeitet wird.

Sicher eine sehr sinnvolle App, jetzt mit GPS noch besser. 

Die Aufklärung zum Datenschutz und zu den nötige Freigaben könnte man besser/verständlicher umsetzen. Spiegelt sich ja auch in den Kommentaren hier wieder. 

Alle die sich hier aber wegen Datenschutz usw echauffieren sei geraten sich zu erst über die App zu informieren und nicht alles nachplappern was man irgendwo mal wo gehört oder gelesen hat. 

Außerdem überlegt mal auf welche Daten andere Apps die wir so verwenden haben. Jede Socialmedia App hat Zugriff auf so gut wie jede Funktion unserer Smartphones inkl Mikrofon, Kamera usw. Diese haben aber keinen wirklichen Nutzen für unsere Gesellschaft.","Sensible app in the fight against Corona does not work but had to adjust my rating because the app does not work on IPhones because it only records when the app is currently active. Unfortunately a limitation that Apple imposes  but is being worked on.

Certainly a very useful app  now even better with GPS.

The information on data protection and the necessary approvals could be implemented in a better / more understandable manner. This is also reflected in the comments here.

All those who are here because of data protection etc. are advised to first find out about the app and not parrot everything that has been heard or read somewhere.

Also think about what data other apps we use have. Every social media app has access to almost every function of our smartphones including microphone  camera  etc. But these have no real use for our society.",de,Sensible app in the fight against Corona does not work but had to adjust my rating because the app does not work on IPhones because it only records when the app is currently active  Unfortunately a limitation that Apple imposes  but is being worked on   Certainly a very useful app  now even better with GPS   The information on data protection and the necessary approvals could be implemented in a better   more understandable manner  This is also reflected in the comments here   All those who are here because of data protection etc  are advised to first find out about the app and not parrot everything that has been heard or read somewhere   Also think about what data other apps we use have  Every social media app has access to almost every function of our smartphones including microphone  camera  etc  But these have no real use for our society ,"Domain_Specific, Privacy","data, protect, gps, record, approv, comment, impos",0.08974359,Positive,0,,1,0,0,0,0,1,0
149,4/10/20 19:29,1503717224,Stopp Corona,at,1.1,illuminori,1,1. Mühsam 2. Kein Vertrauen,"Ad.1. Wenn‘s automatisch ginge, wäre es interessant, so wie jetzt, gar nicht.
Ad.2. Solange der Zugriff auf Mikrofon verlangt wird o.ä., werde ich diese App nicht nutzen. Das mit der Ultraschall-Verbindung ist für mich keine Erklärung.","1. Difficult 2. No trust Ad.1. If it were automatic  it would be interesting  like now  not at all.
Ad.2. As long as access to the microphone is requested  I will not use this app. The ultrasound connection is no explanation for me.",de,   Difficult    No trust Ad    If it were automatic  it would be interesting  like now  not at all  Ad    As long as access to the microphone is requested  I will not use this app  The ultrasound connection is no explanation for me ,Privacy,trust,0.058823529,Negative,0,,0,0,0,0,0,1,0
150,4/10/20 18:49,1503717224,Stopp Corona,at,1.1,Reinhard-AT,5,Tolle Idee und mittlerweile gut umgesetzt.,"Das contact tracing halte ich für sehr wichtig. 
Viele hier verlangen eine 100% perfekte App hat man den Eindruck. Dabei geht es darum das jetzt schnell auszurollen. Updaten kann man immer noch. Also jeder soll das bitte verwenden. 
Das automatische Tracen der Kontakte klingt jetzt auch sinnvoll. 
Privacy wird bedacht. Außerdem kann man dem Roten Kreuz vertrauen. Wer das nicht versteht der hat die Welt nicht verstanden.

Also - rette leben, nütze die App !!","Great idea and now well implemented. I think contact tracing is very important.
Many here demand a 100% perfect app  you get the impression. The point is to roll this out quickly. You can still update. So everyone should please use that.
The automatic tracing of the contacts now also sounds useful.
Privacy is taken into account. You can also trust the Red Cross. Who does not understand that has not understood the world.

So - save lives  use the app !!",de,Great idea and now well implemented  I think contact tracing is very important  Many here demand a      perfect app  you get the impression  The point is to roll this out quickly  You can still update  So everyone should please use that  The automatic tracing of the contacts now also sounds useful  Privacy is taken into account  You can also trust the Red Cross  Who does not understand that has not understood the world   So   save lives  use the app   ,"Domain_Specific, Privacy","privaci, trust, import, account",0.090909091,Positive,0,,1,0,0,0,0,1,0
152,4/10/20 18:37,1503717224,Stopp Corona,at,1.1,Angilinalina,2,Netter Gedanke,"Aber funzt nicht mal wenn mein Mann und ich uns mit laufender App, allen Berechtigungen, im gleichen Raum aufhalten. (Mehr als 15 Minuten)",Nice thought But it doesn't even work when my husband and I are in the same room with the app running  all permissions. (More than 15 minutes),de,Nice thought But it doesn t even work when my husband and I are in the same room with the app running  all permissions   More than    minutes ,Domain_Specific,run,0.1,Positive,0,,1,0,0,0,0,0,0
155,4/10/20 16:53,1503717224,Stopp Corona,at,1.1,jaja vergebener spitzname,1,Digitaler handshake,Der Button Bluetooth Berechtigung erteilen führt bei meinem iPhone in ein Menü in dem Bluetooth gar nicht vorkommt! Also wie richtet man am iPhone jetzt wirklich den digitalen handshake ein? Die faq hilft hierbei auch nicht weiter!,Digital handshake The button Grant Bluetooth authorization leads to a menu on my iPhone in which Bluetooth does not appear at all! So how do you really set up the digital handshake on the iPhone? The faq doesn't help here either!,de,Digital handshake The button Grant Bluetooth authorization leads to a menu on my iPhone in which Bluetooth does not appear at all  So how do you really set up the digital handshake on the iPhone  The faq doesn t help here either ,Domain_Specific,"author, author, button",0.15,Positive,0,,1,0,0,0,0,0,0
156,4/10/20 16:45,1503717224,Stopp Corona,at,1.1,hunkenschroeder,1,es funktioniert einfach nicht,warum kauft ihr nicht den chinesen die app ab und uebersetzt sie?,it just doesn't work why don't you buy the app from the chinese and translate it?,de,it just doesn t work why don t you buy the app from the chinese and translate it ,"Domain_Specific, Language, Socio_economic_Status","translat, chines, translat, buy, translat",0.833333333,Neutral,0,,1,0,0,1,0,0,1
157,4/10/20 16:00,1503717224,Stopp Corona,at,1.1,byke,5,Kein „Ja aber“ mehr,"In Zeiten wie diesen finde ich persönlich das gesummse den Datenschutz betreffend überflüssig.
Überlegt mal wie viele Daten ihr an Google, Facebook & Co tagtäglich unfreiwillig/freiwillig preis gebt.

Jetzt aber zum „Ja, aber“: 
Aus meiner Sicht macht ein elektronischer Handshake nur dann Sinn, wenn dieser automatisiert erfolgt.
Ich zücke mein Handy sicher nicht um diesen Handshake auszulösen.
Also „automatisieren“ - ohne Zutun des Handybesitzers (nochmal: in Zeiten wie diesen...) - aber dann gibts natürlich den großen Aufschrei.

Denkt mal an die Ärzte und das Pflegepersonal, auch an alle welche den Dienstbetrieb aufrecht erhalten!

Besondere Zeiten bedürfen besonderer Maßnahmen. Das werden die Macher der App nicht lösen können - also liebe Bundesregierung: macht eure gute Arbeit noch besser - zeitlich begrenzt, sollte das wohl kein Problem sein?

Ganz vergessen: mein Dank auch an alle MitarbeiterInnen des ÖRK!","No more ""yes but"" In times like these  I personally find the hum of data protection superfluous.
Think about how much data you involuntarily / voluntarily reveal to Google  Facebook & Co every day.

But now to the ""yes  but"":
From my point of view  an electronic handshake only makes sense if it is automated.
I certainly don't pull out my cell phone to trigger this handshake.
So ""automate"" - without any action on the part of the cell phone owner (again: in times like these ...) - but then of course there is a big outcry.

Think of the doctors and the nursing staff  including everyone who keeps the service going!

Special times require special measures. The creators of the app will not be able to solve that - so dear Federal Government: do your good work even better - limited in time  should that not be a problem?

Completely forgotten: my thanks also to all the staff of the WCC!",de,No more  yes but  In times like these  I personally find the hum of data protection superfluous  Think about how much data you involuntarily   voluntarily reveal to Google  Facebook   Co every day   But now to the  yes  but   From my point of view  an electronic handshake only makes sense if it is automated  I certainly don t pull out my cell phone to trigger this handshake  So  automate    without any action on the part of the cell phone owner  again  in times like these        but then of course there is a big outcry   Think of the doctors and the nursing staff  including everyone who keeps the service going   Special times require special measures  The creators of the app will not be able to solve that   so dear Federal Government  do your good work even better   limited in time  should that not be a problem   Completely forgotten  my thanks also to all the staff of the WCC ,"Domain_Specific, Privacy","data, protect, servic, servic, measur, staff, creator",0.085365854,Positive,0,,1,0,0,0,0,1,0
159,4/10/20 12:24,1503717224,Stopp Corona,at,1,AustrianMike,1,Automatisches Tracking,Überall wird das automatische Tracking propagiert! Warum geht das dann nicht und wann kommt das?,Automatic tracking Automatic tracking is propagated everywhere! Then why doesn't it work and when does it come?,de,Automatic tracking Automatic tracking is propagated everywhere  Then why doesn t it work and when does it come ,"Domain_Specific, Privacy","track, propag",0.2,Neutral,0,,1,0,0,0,0,1,0
162,4/9/20 21:01,1503717224,Stopp Corona,at,1,AndreasAppShopping,1,Noch zu viele Kinderkrankheiten!,"Die Version ist im App Store NICHT ersichtlich, in der App gut versteckt. Angeblich (ORF1) ist bereits eine neue Version erhältlich, die Begegnungen automatisch aufzeichnet. Wenn das gegeben ist + Open Source + europäischer Standard implementiert + Daten in Europa + Development und Maintanance in Österreich oder Europa + Version im App Store zu finden, dann wird das eine super App!",Too many teething troubles! The version is NOT visible in the App Store  it is well hidden in the app. Allegedly (ORF1) a new version is already available that automatically records encounters. If that's given + open source + European standard implemented + data in Europe + development and maintenance in Austria or Europe + version can be found in the App Store  then this will be a great app!,de,Too many teething troubles  The version is NOT visible in the App Store  it is well hidden in the app  Allegedly  ORF   a new version is already available that automatically records encounters  If that s given   open source   European standard implemented   data in Europe   development and maintenance in Austria or Europe   version can be found in the App Store  then this will be a great app ,"Domain_Specific, Location, Privacy","austria, data, record",0.081081081,Positive,0,,1,0,0,0,1,1,0
165,4/9/20 18:31,1503717224,Stopp Corona,at,1,Alfred 58,3,Zugriff auf das Mikrofon,Zugriff auf das Mikrofon stimmt verdächtig. Scheint aber ok zu sein.,Access to the microphone Access to the microphone is suspicious. Seems ok though.,de,Access to the microphone Access to the microphone is suspicious  Seems ok though ,Privacy,suspici,0.125,Negative,0,,0,0,0,0,0,1,0
167,4/9/20 17:32,1503717224,Stopp Corona,at,1,RHeMXeLa,1,nope!,gern wenn die app OHNE den Zugriff auf das Mikro funktioniert oder ich diesen selbst steuern kann. es gibt keinen „freifahrtsschein“ meinerseits für dessen nutzung.,nope! gladly if the app works WITHOUT access to the microphone or if I can control it myself. there is no “free ticket” on my part for its use.,de,nope  gladly if the app works WITHOUT access to the microphone or if I can control it myself  there is no  free ticket  on my part for its use ,"Domain_Specific, Socio_economic_Status","free, ticket",0.166666667,Negative,0,,1,0,0,0,0,0,1
168,4/9/20 14:38,1503717224,Stopp Corona,at,1,Schipsy,5,Privacy by Design,So sollte es gemacht werden - Open Source wäre noch besser um das Vertrauen in das Gesagte zu steigern,Privacy by Design This is how it should be done - Open Source would be even better to increase confidence in what is being said,de,Privacy by Design This is how it should be done   Open Source would be even better to increase confidence in what is being said,Privacy,privaci,0.090909091,Positive,0,,0,0,0,0,0,1,0
169,4/9/20 14:37,1503717224,Stopp Corona,at,1,ChGuni,3,Gute Initiative,Bin auf das Update gespannt. Mit automatisiertem Handshake macht das Ganze Sinn. Ich hoffe wir bekommen damit die Infektionskette in den Griff und die Maßnahmen können schrittweise gelockert werden.,Good initiative I'm looking forward to the update. With an automated handshake  it all makes sense. I hope we can get the chain of infection under control and the measures can be gradually relaxed.,de,Good initiative I m looking forward to the update  With an automated handshake  it all makes sense  I hope we can get the chain of infection under control and the measures can be gradually relaxed ,Domain_Specific,"measur, forward",0.117647059,Positive,0,,1,0,0,0,0,0,0
