Title,Review,Rating,Translation,,Age,Disability,Emotional,Gender,Language,Location,Socioeconomic,Privacy,Miscellaneous,,Bug Report,Feature Request,User Experience,Other
Great app,Good privacy and helps making life that little bit better,5,Great app Good privacy and helps making life that little bit better,,,,,,,,,1,,,,,,1
Concerned,"This app, once installed and subsequently uninstalled ... REMAINS on your phone. Beware government apps.",1,"  Concerned This app, once installed and subsequently uninstalled ... REMAINS on your phone. Beware government apps.  ",,,,,,,,,1,,,,,,1
Typical Feds. Doesnt work anywhere but Ontario,"Got this app to participate and assist in making Canada safe.  But as is usual with Canadian Federal Government.... they think only one province exists... Ontario.

I have to say, I changed my “Province” to all available and the only province with reporting capability was Ontario. 

You would think that developers of something like this would have at least studied High School geography.  Or maybe even Elementary School level.  I learned about Canadian provinces other than Ontario in grade school... not sure where Trudeau went. 

Ontario <> Canada 

Deleting App now.  No point in participating unless I am ignoring travel recommendations and visiting Ottawa.

Try again... maybe think a bit bigger than your tiny little corner of the country.",1,"  Typical Feds. Doesnt work anywhere but Ontario Got this app to participate and assist in making Canada safe.  But as is usual with Canadian Federal Government.... they think only one province exists... Ontario.

I have to say, I changed my “Province” to all available and the only province with reporting capability was Ontario. 

You would think that developers of something like this would have at least studied High School geography.  Or maybe even Elementary School level.  I learned about Canadian provinces other than Ontario in grade school... not sure where Trudeau went. 

Ontario <> Canada 

Deleting App now.  No point in participating unless I am ignoring travel recommendations and visiting Ottawa.

Try again... maybe think a bit bigger than your tiny little corner of the country.  ",,,,,,,1,,,,,,1,,
This app should have been designed to work on older phones,It’s absolutely ridiculous that our governments created an app that DOES NOT WORK on millions of older phones. This shows how little governments in Canada and Ontario care about poorer people.,1,This app should have been designed to work on older phones It’s absolutely ridiculous that our governments created an app that DOES NOT WORK on millions of older phones. This shows how little governments in Canada and Ontario care about poorer people.,,,,,,,,1,,,,,1,,
All Canadians should download this app!,"Transparent and easy to use. Doesn’t ask for location permission. There’s reason not to download this, every little bit helps!",5,"  All Canadians should download this app! Transparent and easy to use. Doesn’t ask for location permission. There’s reason not to download this, every little bit helps!  ",,,,,,,,,1,,,,,1,
Very Private,"Many people worry about privacy but I think this app really protects your privacy and has one purpose, to protect and serve the Canadian community health and welfare.",5,"  Very Private Many people worry about privacy but I think this app really protects your privacy and has one purpose, to protect and serve the Canadian community health and welfare.  ",,,,,,,,,1,,,,,,1
First Impressions are Excellent,"I downloaded the app and got it working without any issues. 

Upon opening the app for the first time, it will make you swipe through some screens that explain how the app works to keep you safe and protect your privacy.

The app estimates how near people are by the strength of Bluetooth signals. It seems to set a high bar for what it records as an exposure. As it is now, it will only record an exposure if you are closer than 2 meters for 15 minutes. Apple’s and Google’s exposure notification API measures exposure duration in 5-minute increments, so I believe the 15-minute requirement could be adjusted down to 10 minutes or 5 minutes in the future if health authorities feel that is necessary.

As the bar seems to be set high for what is recorded as an exposure, if you do get a notification you should take it seriously and go get tested. 

There is really no reason to not download the app. It has been designed with privacy as the top priority, keeping your data in your hands. Apple has also designed the Exposure Notification API to be very lightweight and integrated with iOS, so it can run in the background without having a noticeable impact on battery life or performance.

Please download the app and help keep your fellow Canadians safe and healthy. ____",5,"  First Impressions are Excellent I downloaded the app and got it working without any issues. 

Upon opening the app for the first time, it will make you swipe through some screens that explain how the app works to keep you safe and protect your privacy.

The app estimates how near people are by the strength of Bluetooth signals. It seems to set a high bar for what it records as an exposure. As it is now, it will only record an exposure if you are closer than 2 meters for 15 minutes. Apple’s and Google’s exposure notification API measures exposure duration in 5-minute increments, so I believe the 15-minute requirement could be adjusted down to 10 minutes or 5 minutes in the future if health authorities feel that is necessary.

As the bar seems to be set high for what is recorded as an exposure, if you do get a notification you should take it seriously and go get tested. 

There is really no reason to not download the app. It has been designed with privacy as the top priority, keeping your data in your hands. Apple has also designed the Exposure Notification API to be very lightweight and integrated with iOS, so it can run in the background without having a noticeable impact on battery life or performance.

Please download the app and help keep your fellow Canadians safe and healthy. ____  ",,,,,,,,,1,,,,,1,
Dumb App,This has to be the absolute dumbest APP ever .. does health Canada actually think COVID19 positive people are actually going to log in here and say they are positive? Only works on Bluetooth as well . Older phones it doesn’t work on .. another misstep by that stupid Dr Tam,1,Dumb App This has to be the absolute dumbest APP ever .. does health Canada actually think COVID19 positive people are actually going to log in here and say they are positive? Only works on Bluetooth as well . Older phones it doesn’t work on .. another misstep by that stupid Dr Tam,,,,,,,,1,,,,,,,1
Canadian made!,"I am happy to hear that it was technology that was produced in Ontario that was able to make this app possible.  Furthermore, the fact that the app does that use data or the phones gps allows my children, and others, who do not have data on their phones to have access to the same security. The use of the Bluetooth remarkably!  Everyone has a public duty to help slow the spread.  Please do your part.",5,"  Canadian made! I am happy to hear that it was technology that was produced in Ontario that was able to make this app possible.  Furthermore, the fact that the app does that use data or the phones gps allows my children, and others, who do not have data on their phones to have access to the same security. The use of the Bluetooth remarkably!  Everyone has a public duty to help slow the spread.  Please do your part.  ",,,,,,,,,1,,,,,,1
Very Private,"Many people worry about privacy but I think this app really protects your privacy and has one purpose, to protect and serve the Canadian community health and welfare.",5,"  Very Private Many people worry about privacy but I think this app really protects your privacy and has one purpose, to protect and serve the Canadian community health and welfare.  ",,,,,,,,,1,,,,,,1
Sleeping a little easier,"The app has very good privacy settings...Things like this make me proud to be Canadian ____

It’s simple it does it’s job",5,"  Sleeping a little easier The app has very good privacy settings...Things like this make me proud to be Canadian ____

It’s simple it does it’s job  ",,,,,,,,,1,,,,,,1
COVID-1984,Stop tracking me and violating my rights,1,COVID-1984 Stop tracking me and violating my rights,,,,,,,,,1,,,,,,1
Country Wide Reporting,I am disappointed that people in Saskatchewan can not report a diagnosis. It does not support the uptake of this in our province. Our province has the highest amount of disbelievers and adherence to recommended guidelines as per surveys conducted. This needs to be Canada wide!,3,Country Wide Reporting I am disappointed that people in Saskatchewan can not report a diagnosis. It does not support the uptake of this in our province. Our province has the highest amount of disbelievers and adherence to recommended guidelines as per surveys conducted. This needs to be Canada wide!,,,,1,,,1,,,,,,,,1
Problème de Configuration,"Bonjour, 
C’est impossible de télécharger l’application sur un téléphone Appel 5 et 5 S.  Beaucoup de personnes possède encore ce type d’appareil. Est-ce que Apple vont faire une mise à jour ou le concepteur fera t’il une adaptation sur son logiciel ?
J’espère que la situation sera prise en compte. 
Pour les appareils plus ressens l’application fonctionne très bien. 4 étoiles.",2," Bonjour Configuration problem,
You cannot download the app on a 5 and 5 S Call phone. Many people still have this type of device. Will Apple make an update or will the designer make an adaptation on their software?
I hope the situation will be taken into account.
For more sensitive devices the app works fine. 4 stars. ",,,,,,,,1,,,,,,,1
Love the concept,I like how it’s implemented with the anonymity but it doesn’t work in our province . Hopefully it can be used soon. I’ll keep it installed though for when there’s a national rollout.,4,Love the concept I like how it’s implemented with the anonymity but it doesn’t work in our province . Hopefully it can be used soon. I’ll keep it installed though for when there’s a national rollout.,,,,,,,1,,1,,,,,,1
easy to use,app is easy to use and understand. privacy is kept safe and i recommend everybody get this as a safety measure to keep the curve flat. i’m in healthcare and we do NOT need a second wave. cheers!,5,easy to use app is easy to use and understand. privacy is kept safe and i recommend everybody get this as a safety measure to keep the curve flat. i’m in healthcare and we do NOT need a second wave. cheers!,,,,,,,,,1,,,,,,1
Very simple to understand. Privacy protection is excellent!,"Great to see how easy this was to activate. A great tool to help track close contact with those who have tested positive, with excellent privacy controls.",5,"  Very simple to understand. Privacy protection is excellent! Great to see how easy this was to activate. A great tool to help track close contact with those who have tested positive, with excellent privacy controls.  ",,,,,,,,,1,,,,,1,
"Great approach, let’s all use it.","One app for the whole country.
Excellent privacy.
Anonymous data that gets deleted.
Very low data use.
No commercial connections.",5,"  Great approach, let’s all use it. One app for the whole country.
Excellent privacy.
Anonymous data that gets deleted.
Very low data use.
No commercial connections.  ",,,,,,,,,1,,,,,1,
Seamless and Private,This app works seamlessly in the background. The technology seems very private and secure. There’s no way for the app to personally identify you. Don’t believe all of the conspiracy theories! This is an easy way to assist in contact tracing and help keep you (and others should you contract the disease) safe. There’s really no reason not to download it.,5,Seamless and Private This app works seamlessly in the background. The technology seems very private and secure. There’s no way for the app to personally identify you. Don’t believe all of the conspiracy theories! This is an easy way to assist in contact tracing and help keep you (and others should you contract the disease) safe. There’s really no reason not to download it.,,,,,,,,,1,,,,,,1
Needs to Be More Inclusive to Work,"Cool in theory, but needs changes to work in practice. I had to update my phone just to download the app. It’s only available in English and French. Many of the people at the highest risk of getting COVID-19 are immigrants or the elderly - many of whom do not have phones released in the past 5 years, and many of whom do not speak English or French as their first language. This app needs to be available for as many people as possible in order for it to work properly, otherwise many infected people will not be able to report their diagnoses. This means getting support from lower iOS levels and adding new languages - Mandarin, Cantonese, Italian, Portuguese, Spanish, and Punjabi, just to name a few. Many people I know wouldn’t be able to use this app for those reasons, putting themselves and others in danger. Disappointing.",3,"  Needs to Be More Inclusive to Work Cool in theory, but needs changes to work in practice. I had to update my phone just to download the app. It’s only available in English and French. Many of the people at the highest risk of getting COVID-19 are immigrants or the elderly - many of whom do not have phones released in the past 5 years, and many of whom do not speak English or French as their first language. This app needs to be available for as many people as possible in order for it to work properly, otherwise many infected people will not be able to report their diagnoses. This means getting support from lower iOS levels and adding new languages - Mandarin, Cantonese, Italian, Portuguese, Spanish, and Punjabi, just to name a few. Many people I know wouldn’t be able to use this app for those reasons, putting themselves and others in danger. Disappointing.  ",,1,,,,,,1,,,,,1,,
Fbi agent,Well if i get this the goverment knows my location.  Making them an fbi agent but i already have an fbi agent so theres no need to get it,1,Fbi agent Well if i get this the goverment knows my location.  Making them an fbi agent but i already have an fbi agent so theres no need to get it,,,,,,,,,1,,,,,,1
Does it work on iPhones?,Still no info on whether it works in the background on iPhones.  Annoying that it has to be open on screen for it to work meaning you can’t use other apps while it’s on. Confusing there’s no update on this problem yet.,1,Does it work on iPhones? Still no info on whether it works in the background on iPhones.  Annoying that it has to be open on screen for it to work meaning you can’t use other apps while it’s on. Confusing there’s no update on this problem yet.,,,,1,,,,,,,,,1,1,
Lorraine Aus,"After entering my phone number, I received an error message saying “unable to verify phone number. Check details and try again.” Unable to find any information on how to troubleshoot this. Thus, I can’t use the app even though I wanted to. Disappointing",1,Lorraine Aus After entering my phone number  I received an error message saying “unable to verify phone number. Check details and try again.” Unable to find any information on how to troubleshoot this. Thus  I can’t use the app even though I wanted to. Disappointing,,,,1,,,,,,,,1,,,
"I don’t mind it, but...","I have no issues with having the app, no worries at all. What bugs me though is that on my iPhone 11 I Bluetooth to a sound system or headset and play Spotify all day while I work. Every time this pings a Covid App Bluetooth handshake signal, whether in wifi or SIM it stops Spotify briefly. I thought it might be Spotify, but if I swap to another device without this app I don’t get the glitch. An annoying side effect, really.",4,I don’t mind it  but... I have no issues with having the app  no worries at all. What bugs me though is that on my iPhone 11 I Bluetooth to a sound system or headset and play Spotify all day while I work. Every time this pings a Covid App Bluetooth handshake signal  whether in wifi or SIM it stops Spotify briefly. I thought it might be Spotify  but if I swap to another device without this app I don’t get the glitch. An annoying side effect  really.,,,,1,,,,,,,,,,,1
Quick and unorganised,I am going to be honest here. The ongoing pressure of coronavirus inspired the government to make this app. It was a great idea but the app was not created properly. It was rushed and it lacks many features. The app is not strong enough to collect data from iPhones because iPhones are too secure. They have clearly rushed this and have not thought this through. I am disappointed. Shame on you,1,Quick and unorganised I am going to be honest here. The ongoing pressure of coronavirus inspired the government to make this app. It was a great idea but the app was not created properly. It was rushed and it lacks many features. The app is not strong enough to collect data from iPhones because iPhones are too secure. They have clearly rushed this and have not thought this through. I am disappointed. Shame on you,,,,1,,,,,,,,,,1,
Can’t get pin to phone,Keeps telling me I’ve got wrong phone format. Trying lead zero and without. iPhone 11. Very frustrating.,5,Can’t get pin to phone Keeps telling me I’ve got wrong phone format. Trying lead zero and without. iPhone 11. Very frustrating.,,,,1,,,,,,,,1,,1,
Drop the leading zero from your phone number,"It worked without issues on an iPhone XS. to those that espouse issues around privacy just remember that your decisions have ramifications beyond just you. If this fails then it’ll fail because people like you are choosing to make it fail. Let me know later if privacy is that important while passing away from COVID because we as a country couldn’t trace the person you caught it from due to oercieved privacy issues.

For those that have highlighted technical issues around the software you are letting perfection be the enemy of fit for purpose. I want this now, not in 4weeks time. I’m not employed by the Federal or State Government's directly or as a contractor. I am an IT guy.",5," Drop the leading zero from your phone number It worked without issues on an iPhone XS. to those that espouse issues around privacy just remember that your decisions have ramifications beyond just you. If this fails then it’ll fail because people like you are choosing to make it fail. Let me know later if privacy is that important while passing away from COVID because we as a country couldn’t trace the person you caught it from due to oercieved privacy issues.

For those that have highlighted technical issues around the software you are letting perfection be the enemy of fit for purpose. I want this now  not in 4weeks time. I’m not employed by the Federal or State Government's directly or as a contractor. I am an IT guy. ",,,,,,,,,1,,,,,1,
Interferes with hands free and other Bluetooth devices,The app is simple enough to register but the Bluetooth keeps preventing my phone from pairing with hands free in car and other Bluetooth devices. I generally have to either shutdown the app or go into my phone settings every time I get in the car to pair with hands free. Not only is this annoying but could be a safety issue for people driving.,2,Interferes with hands free and other Bluetooth devices The app is simple enough to register but the Bluetooth keeps preventing my phone from pairing with hands free in car and other Bluetooth devices. I generally have to either shutdown the app or go into my phone settings every time I get in the car to pair with hands free. Not only is this annoying but could be a safety issue for people driving.,,,,1,,,,,,1,,,,1,
This app is trash,"Don’t install this app, I’m trying to the battery, uses your location, and what happens if you had an Apple Watch or pair AirPods, I would not connect",1,This app is trash Don’t install this app  I’m trying to the battery  uses your location  and what happens if you had an Apple Watch or pair AirPods  I would not connect,,,,,,,,,1,,,,,1,
Design flawed,"The idea is great but execution is poor. 

The power use is crazy and it slows down all other apps in use. As taxi driver I need my phone active and power not getting drained like I live streaming. I can’t even use my google maps while this is running as they lag way to much to be any use which only happens while this app running.

Maybe it’s because I on older iPhone but I don’t get why such basic app is a bigger power hog than running live stream vids.",2," Design flawed The idea is great but execution is poor. 

The power use is crazy and it slows down all other apps in use. As taxi driver I need my phone active and power not getting drained like I live streaming. I can’t even use my google maps while this is running as they lag way to much to be any use which only happens while this app running.

Maybe it’s because I on older iPhone but I don’t get why such basic app is a bigger power hog than running live stream vids. ",,,,,,,,1,,,,,,1,
Is it working? How can I know?,"It would be good if there was an easy way to check whether the app is collecting data, especially given concerns reported about how effective it is on Apple phones. Privacy of the data can be maintained. It would just be nice to see a log that shows on this date or time it collected X kB of data. All I can do now is occasionally check the data storage to see if it is changing, but since the number goes up and down and takes a while to load, it isn’t all that helpful.
It would also be good to know if the initial issues have been fixed.",3," Is it working? How can I know? It would be good if there was an easy way to check whether the app is collecting data  especially given concerns reported about how effective it is on Apple phones. Privacy of the data can be maintained. It would just be nice to see a log that shows on this date or time it collected X kB of data. All I can do now is occasionally check the data storage to see if it is changing  but since the number goes up and down and takes a while to load  it isn’t all that helpful.
It would also be good to know if the initial issues have been fixed. ",,,,,,,,,1,,,,1,,
Great and no problems,No problem. Easy to install. No privacy concerns. Glad to do my bit for ridding our country of this virus. :),5,Great and no problems No problem. Easy to install. No privacy concerns. Glad to do my bit for ridding our country of this virus. :),,,,,,,,,1,,,,,1,
I can’t get the app to download,"I have a mini iPad that I take with me everywhere. I can’t receive the pin, there is no help to contact, very frustrating.",1,I can’t get the app to download I have a mini iPad that I take with me everywhere. I can’t receive the pin  there is no help to contact  very frustrating.,,,,1,,,,1,,,,1,1,1,
Protect You and Others,"This App is intending to protect you, not steal your private info.",5,Protect You and Others This App is intending to protect you  not steal your private info.,,,,,,,,,1,,,,,,1
_____ ____ ____,____ _______ ______ ____ ____ _____ _____ __ ________ ___ ___ _____ ______ ______ ____ __ ___ _____ _____ __ _____ ____ ___ ____ __ ___ ____,1,I am trying to register  but I registered the required and work  and when I changed the language  he appeared from the program and did not come back.,,,,,,1,,,,,,1,,,
Come on...,"You sit here talking about how you will download this app when it’s better or restricts your privacy less. You know it’s the law to download this, it’s not a terrible app even though the UI is a little dated. And I mean come on, what scandalous things do you think the government of a relatively small Arab country is going to do with your information?",5,Come on... You sit here talking about how you will download this app when it’s better or restricts your privacy less. You know it’s the law to download this  it’s not a terrible app even though the UI is a little dated. And I mean come on  what scandalous things do you think the government of a relatively small Arab country is going to do with your information?,,,,,,,,,1,,,,,,1
No data privacy policy,"We expect such apps to give us info on infection hotspots so we can avoid such areas. No info is given except what we normally get from the ministry website. There’s no explanation on how will my status will change upon contact with an infected person. If I pass by such person walking or In the supermarket would my status change to orange and I have to quarantine? 
What happens to our data? Who can access it besides the moi and health? Any guarantees of privacy at all?",1," No data privacy policy We expect such apps to give us info on infection hotspots so we can avoid such areas. No info is given except what we normally get from the ministry website. There’s no explanation on how will my status will change upon contact with an infected person. If I pass by such person walking or In the supermarket would my status change to orange and I have to quarantine? 
What happens to our data? Who can access it besides the moi and health? Any guarantees of privacy at all? ",,,,,,,,,1,,,,,1,
iPhone6. Not applicable,Sorry but this app is not supporting iPhone 6 how can we register?,3,iPhone6. Not applicable Sorry but this app is not supporting iPhone 6 how can we register?,,,,,,,,1,,,,,,,1
not ready yet,this app has a major security vulnerabilities,1,not ready yet this app has a major security vulnerabilities,,,,,,,,,1,,,,,,1
Not good,Battery drainage and privacy concerns.,1,Not good Battery drainage and privacy concerns.,,,,,,,,,1,,,,,1,
English not working !,I can’t get into English please help,1,English not working ! I can’t get into English please help,,,,,,1,,,,,,1,,,
They’re watching us,"Why do you need access to my photos and contacts when this is supposed to be a Bluetooth contact application?  

Somethings fishy.",1," They’re watching us Why do you need access to my photos and contacts when this is supposed to be a Bluetooth contact application?  

Somethings fishy. ",,,,,,,,,1,,,,,,1
Can you please make an option where we can add accounts,This would be really helpful for families that have 3 children and don’t have the finances to buy a phone for each of them.,2,Can you please make an option where we can add accounts This would be really helpful for families that have 3 children and don’t have the finances to buy a phone for each of them.,,1,,,,,,,,,,,1,,
This application is not there iPhone 6,This application is not there ??? Why???,4,This application is not there iPhone 6 This application is not there ??? Why???,,,,,,,,1,,,,,,,1
Does not work on older iOS systems,Can’t believe people are having to buy a new phone JUST to have the app. Shouldn’t the developer work on sorting this issue out? And the solution people are being provided is “you can buy a new smartphone for Qr. 300”. How about the government provide phones then to such people?,1,Does not work on older iOS systems Can’t believe people are having to buy a new phone JUST to have the app. Shouldn’t the developer work on sorting this issue out? And the solution people are being provided is “you can buy a new smartphone for Qr. 300”. How about the government provide phones then to such people?,,,,,,,,1,,,,,,,1
It’s a privacy concern,"Also, it does not work on all phones, so in order to be compliant, one must buy a new phone.",1,It’s a privacy concern Also  it does not work on all phones  so in order to be compliant  one must buy a new phone.,,,,,,,,1,1,,,,,,1
Updation for IOS 12 and earlier,All the people cannot afford to buy iphone which supports 13.1 newer.. there are people who suffer from worst.. who has to get out.. please do the needful as soon as possible.,1,Updation for IOS 12 and earlier All the people cannot afford to buy iphone which supports 13.1 newer.. there are people who suffer from worst.. who has to get out.. please do the needful as soon as possible.,,,,,,,,1,,,,,,,1
Sign up,Please update for sign up using visa number because only id holder can sign up with this aplication,3,Sign up Please update for sign up using visa number because only id holder can sign up with this aplication,,,,,,,1,,,,,,,,1
Not supported,"Dear developer,
Greeting!
Please be noted that this app required to have ios13 or above. 
Unfortunately, I‚Äôm having iPhone which is not getting ios13 update because of its model. 
In this circumstance, what we mass user can do?
Those residents are planing to back in Qatar in upcoming months they should have this app. 
What is the solution now.",4," Not supported Dear developer 
Greeting!
Please be noted that this app required to have ios13 or above. 
Unfortunately  I‚Äôm having iPhone which is not getting ios13 update because of its model. 
In this circumstance  what we mass user can do?
Those residents are planing to back in Qatar in upcoming months they should have this app. 
What is the solution now. ",,,,,,,,1,,,,,,,1
Constant errors,"The App is not working properly. It keeps asking to set my location and, despite doing over and over, it still does not work
I am using an Iphone. You need to fix this problem if you want people to use it",2," Constant errors The App is not working properly. It keeps asking to set my location and  despite doing over and over  it still does not work
I am using an Iphone. You need to fix this problem if you want people to use it ",,,,,,,,,1,,,,,1,
Other visa not able to login,Now a days all shop‚Äôs recommend to have this app to enter the shop. Those who are in other visa can‚Äôt able to login which results they are not allowing inside shop. Update required as soon possible.,1,Other visa not able to login Now a days all shop‚Äôs recommend to have this app to enter the shop. Those who are in other visa can‚Äôt able to login which results they are not allowing inside shop. Update required as soon possible.,,,,,,,1,,,,,,1,1,
English version?,Where one can switch from Czech to English in the app? Shouldn’t it be selecting automatically accordingly to the mobile definitions? Bad setup.,1,English version? Where one can switch from Czech to English in the app? Shouldn’t it be selecting automatically accordingly to the mobile definitions? Bad setup.,,,,,,1,,,,,,,1,,
"Only in Czech, as usual","The interface is only in Czech. There is no way to activate English, not during the installation nor after, even though it is advertised to be dual language. This is a real pity and a 1 star in 2020! Foreigners live here too, pay taxes and contribute to the wealth of the country as any Czech: maybe one day you will acknowledge that. I would have expected that at least for such a sensitive app you would have considered that English is the lingua franca of the world!",1,Only in Czech  as usual The interface is only in Czech. There is no way to activate English  not during the installation nor after  even though it is advertised to be dual language. This is a real pity and a 1 star in 2020! Foreigners live here too  pay taxes and contribute to the wealth of the country as any Czech: maybe one day you will acknowledge that. I would have expected that at least for such a sensitive app you would have considered that English is the lingua franca of the world!,,,,,,1,,,,,,,1,,
Nelze zadat cizi telefonni cislo,Zbytecne vylucuje ze systemu osoby s cizym telefonem,1,Cannot enter a foreign phone number Unnecessarily excludes a person with a foreign phone from the system,,,,,,,1,,,,,,,,1
_____,"____ __ ______ 6s
_____ _____ ___ 5 _____
________ ____ _____ _____ __ ___ _____ ____ __ _______",5,"Excellent works on iPhone 6s
Easily switches between 5 languages
An app is important in the development stages so take a breath and give it a try",,,,,,1,,,,,,,,1,
_____ _____ ____,"___ ________ _______, ____ ___ __ _____ _____ _______ _____ ___ __ _______ ____. _____ ____ _______ ____ (______ __ ___ ______). ____ ___ API ___",5,Google location data is an application for the iPhone  usually there is no location data stored in Google but on the iPhone itself. Request access to this data (located on the device). Sure there is an API for that,,,,,,,,,1,,,,,,1
Don’t install,The worse application spy’s after customers,1,Don’t install The worse application spy’s after customers,,,,,,,,,1,,,,,,1
__ _____ ___ ________,"______ __ _________ _3 ________ _____: ______ 7 ____ ______ 8.
_________ _____ __ ____ ________ 8.
______ ___ ______ ____ __ _____ _____",2,"Not suitable for all devices I installed the app on 3 different iPhones: iPhone 7 and two iPhone 8.
The app only works on one of the iPhone 8.
In others it is not possible because of location activation",,,,,,,,1,,,,,,,1
Territory,"Hello. 

Is this working only in Israel or other countries as well?",5," Territory Hello. 

Is this working only in Israel or other countries as well? ",,,,,,,1,,,,,,,,1
Language il n'y a pas le français,Il n'y a pas le français,3,Language there is no French There is no French,,,,,,1,,,,,,,,,1
Uygulama g√ºzel ama √ßalƒ±_mƒ±yor __,Konumumu G√ºney Atlas okyanusunun ortasƒ±nda g√∂steriyor ve T√ºrkiye‚Äônin √ºzerine geldi_imde yo_unluk belirten herhangi bir renk haritasƒ± g√∂remiyorum.,2,Application does not work __ nice but I do not see any color density map indicating my position when I came on the show and Turkey in the middle of the South Atlantic.,,,,,,,1,,,,,1,,,
Konumda hata,Konumumu ekvatorda denizin ortasƒ± g√∂steriyor konum a√ßƒ±k oldu_u halde bi t√ºrl√º de_i_medi,2,Error in position The middle of the sea is showing my location at the equator  although the location is open  it has not changed.,,,,,,,1,,,,,1,,,
Maske Ba_vurusu Yapƒ±lamƒ±yor,Ya_ƒ±m 38. Uygulama √ºzerinden maske ba_vurusu yapamƒ±yorum. Maske hakkƒ±m olmadƒ±_ƒ±na dair (20-65 ya_) uyarƒ±sƒ± alƒ±yorum. _lk ba_vuru tarihinden itibaren ePTT ve e-devlet √ºzerinden defalarca maske talep etmeme ra_men hi√ßbir _ekilde ne g√∂nderi ne kod aldƒ±m. Soka_a maskesiz √ßƒ±kƒ±lmƒ±yor ama maske de alƒ±namƒ±yor. Hala anlamƒ±_ de_ilim!,1,Mask Application Cannot Be Made. My age is 38. I cannot apply for a mask through the application. I am getting a warning that I am not entitled to a mask (20-65 years old). Although I have repeatedly requested masks over ePTT and e-government since the first application date  I have never received a code or a shipment. You cannot go out on the street without a mask  but you cannot buy a mask. I still do not understand!,,1,,,,,,,,,,,,1,
Durum bilgisi,"Merhaba program i√ßin te_ekk√ºr ederiz.
Konumum aynƒ± olmasƒ±na rahmen risk veri bilgisi s√ºrekli de_i_iyor.
Evde izole tu_una basƒ±nca d√º_√ºk oluyor kƒ±rmƒ±zƒ± riskliye basƒ±nca bulundu_unuz konumda enfekte sayƒ±sƒ± fazladƒ±r diyor.
Bu nasƒ±l √ßalƒ±_tƒ±_ƒ±nƒ± anlayamadƒ±m.",4,"Status info Hello  thank you for the program.
Although my location is the same  risk data information is constantly changing.
When you press the isolate button at home  it is low  and when you press the red risky  the number of infected is high in your location.
I could not understand how this works.",,,,,,,1,,,,,,,,1
Ben niye kod alamiyorum ????,"28 yasindayim neden bu uyariyi aliyorum ???? Ptt den kod alamadim, e devletten alamadim. Simdi uygulamadan da alamiyorum. Ben bu ulkenin vatandasi degil miyim ?!??!????",1,Why can't I get a code ???? I'm 28 years old why am I getting this notice ???? I could not get a code from Ptt  I could not get it from the government. Now I can't get it from the app. Am I not a citizen of this country?! ??! ????,,1,,,,,,,,,,,,,1
G√∂rme Engelli,Ben G√∂rme engelli oldu_um i√ßin kullanamƒ±yorum daha eri_ebilir olmasƒ± gerekiyor etiketleri okumuyor,1,Visually Impaired I cannot use it because I am visually impaired. It needs to be more accessible.,,,1,,,,,,,,,,,,1
Konum √ßalƒ±_mƒ±yor,Konum bilgisi hatasƒ± veriyor,2,Location does not work Gives location error,,,,,,,1,,,,,1,,,
Uygulama Iphone 5 te √ßalƒ±_mƒ±yor.,Uygulama Iphone 5 te √ßalƒ±_mƒ±yor.,1,The application does not work on Iphone 5. The application does not work on Iphone 5.,,,,,,,,1,,,,,,,1
Konum risk g√∂stergesi,Son g√ºncellemeden dolayƒ± ekranda devamlƒ± ‚Äúkonum verinizden dolayƒ± ge√ßici olarak riskiniz hesaplanamƒ±yor ‚Äúuyarƒ±sƒ± veriyor yazƒ±sƒ± √ßƒ±kƒ±yor.,2,"Location risk indicator Due to the last update  the message ""Your risk cannot be calculated temporarily due to your location data"" appears on the screen.",,,,,,,1,,,,,,,1,
iPhone problemi di riconoscimento iOS da parte dell’app.,"Non riconosce la mia versione corretta di IOS 
Mi dice che serve iOS  13.5 o superiore per poter funzionare. 
Io ho 13.5.1 e non lo riconosce.. 
Potete risolvere?",1,"iPhone iOS recognition problems by the app. It doesn't recognize my correct version of IOS
It tells me that it needs iOS 13.5 or higher in order to work.
I have 13.5.1 and it doesn't recognize it ..
Can you solve?",,,,,,,,1,,,,1,,,
Inaccettabile,Inaccettabile che non tutti gli smartphone Apple possano scaricarlo se non hanno l’ultimo aggiornamento IOS 13.0 ... per scaricare Immuni secondo Apple dovrei acquistarmi un nuovo cellulare????  Vergogna! speculare su questi servizi di tutela è una vera delusione.,1,Unacceptable Unacceptable that not all Apple smartphones can download it if they do not have the latest IOS 13.0 update ... to download Immuni according to Apple  should I buy a new mobile phone ???? Shame! speculating on these protection services is a real disappointment.,,,,1,,,,1,,,,,,,1
Smesso di funzionare,"Ho la versione 13.5.1 di Apple ma oggi l’app ha smesso di funzionare dicendo che non è attiva nella mia regione.

5 stelle per l’utilità, ma necessario risolvere presto questo problema",5,"Stopped working I have version 13.5.1 from Apple but today the app has stopped working saying it is not active in my region.

5 stars for its usefulness  but this problem needs to be resolved soon",,,,,,,1,,,,,1,,,
App per i più aggiornati,Richiede iOS 13! ...e pensare chi vuol installarla anche ai figli! ____,2,App for the most up to date Requires iOS 13! ... and think about who wants to install it for their children too! ____,,1,,,,,,1,,,,,,,1
Domanda,"L’app, nel caricamento dei dati personali, non chiarisce come comunicare all’operatore sanitario il codice generato.",2,Question The app  when loading personal data  does not clarify how to communicate the generated code to the health worker.,,,,,,,,,1,,,,,1,
