,Date,AppID,AppName,Country,Author,Rating,Review,Title Review,Detected Language,content,issue,syn,issue_vio_id,sentiment,Age,Disability,Domain_Specific,Emotional,Gender,Language,Location,Privacy,Socio_economic_Status
588,7/14/20 7:19,fr.gouv.android.stopcovid,StopCovid France,fr,Xavier Koppe,3,La dernière fois que je l'ai installé sur un Xiaomi 8 Nickel. Là j'ai changé pour un Xiaomi mi note 10 pro et impossible de lancer l'application. Ça tourne en boucle lors de la saisie du texte du visuel pour vérification. Donc impossible de l'activer. Merci de corriger.,The last time I installed it on a Xiaomi 8 Nickel. There I changed to a Xiaomi mi note 10 pro and could not launch the application. It turns in a loop when entering the text of the visual for verification. So impossible to activate it. Thank you for correcting.,fr,The last time I installed it on a Xiaomi   Nickel  There I changed to a Xiaomi mi note    pro and could not launch the application  It turns in a loop when entering the text of the visual for verification  So impossible to activate it  Thank you for correcting ,Domain_Specific,"enter, visual, applic",0.130434783,Positive,0,0,1,0,0,0,0,0,0
590,7/14/20 6:22,fr.gouv.android.stopcovid,StopCovid France,fr,Jc Medion,1,Aucune infos Jamais vu d'application qui ne donne aucune indication. On ne sait pas si cela fonctionne ! Ne donne pas l'envie de l'utiliser. En Chine ont application avec carte qui localise les cas covid 19. Ici le système franco français n'est adapté qu'à respecter l'anonymat !,No info Never seen an application that gives no indication. We don't know if it works! Doesn't make you want to use it. In China  there is an application with a map which locates covid 19 cases. Here the Franco-French system is only suitable for respecting anonymity!,fr,No info Never seen an application that gives no indication  We don t know if it works  Doesn t make you want to use it  In China  there is an application with a map which locates covid    cases  Here the Franco French system is only suitable for respecting anonymity ,"Domain_Specific, Language, Location, Privacy","french, china, locat, locat, applic",0.208333333,Neutral,0,0,1,0,0,1,1,1,0
600,7/13/20 12:06,fr.gouv.android.stopcovid,StopCovid France,fr,nathalie lapleau,2,L application se déconnecte tout le temps,The application disconnects all the time,fr,The application disconnects all the time,Domain_Specific,applic,0.333333333,Neutral,0,0,1,0,0,0,0,0,0
602,7/13/20 8:55,fr.gouv.android.stopcovid,StopCovid France,fr,jacqueline arragon,3,L'application se désactive est-ce normal ?,The application is deactivating is this normal?,fr,The application is deactivating is this normal ,Domain_Specific,"normal, applic",0.666666667,Neutral,0,0,1,0,0,0,0,0,0
603,7/13/20 7:33,fr.gouv.android.stopcovid,StopCovid France,fr,Gaëtane Chauvin,1,"Ça ne marche pas, je l'avais activée lors de l'installation, et là 3 semaines plus tard, ça me dit que l'installation n'est pas activée.... Depuis combien de temps ?? Pas fiable...",It does not work  I had it activated during the installation  and there 3 weeks later  it tells me that the installation is not activated .... For how long ?? Not trustworthy...,fr,It does not work  I had it activated during the installation  and there   weeks later  it tells me that the installation is not activated      For how long    Not trustworthy   ,Privacy,trustworthi,0.083333333,Negative,0,0,0,0,0,0,0,1,0
606,7/13/20 4:11,fr.gouv.android.stopcovid,StopCovid France,fr,Antoine Cazedevals,1,"Malgré une désinstallation/ réinstallation, l'application v1.1.0 se ferme au démarrage après quelques jours d'utilisation. C'est la seule appli sur les 150 installées à se comporter zinsi",Despite uninstalling / reinstalling  the v1.1.0 application closes on startup after a few days of use. It is the only app out of the 150 installed to behave like this,fr,Despite uninstalling   reinstalling  the v      application closes on startup after a few days of use  It is the only app out of the     installed to behave like this,Domain_Specific,applic,0.071428571,Positive,0,0,1,0,0,0,0,0,0
611,7/12/20 19:18,fr.gouv.android.stopcovid,StopCovid France,fr,Thierry Meyer,1,Pffff inutile pour les gens qui sont pas en grandes agglomérations faut avoir été 15 minutes proche.... Combien de touristes contagieux j'j'ai croisé à honfleur hier... Tous sans masque et collés les uns aux autres,Pffff useless for people who are not in large cities must have been close to 15 minutes .... How many contagious tourists I met in honfleur yesterday ... All without a mask and glued to each other,fr,Pffff useless for people who are not in large cities must have been close to    minutes      How many contagious tourists I met in honfleur yesterday     All without a mask and glued to each other,Location,tourist,0.058823529,Negative,0,0,0,0,0,0,1,0,0
612,7/12/20 17:42,fr.gouv.android.stopcovid,StopCovid France,fr,Jean-Paul LE DUIGOU,2,L application s arrete régulièrement impossible de compter dessus pour une alerte quelconque.,The application stops regularly and cannot be counted on for any alert.,fr,The application stops regularly and cannot be counted on for any alert ,Domain_Specific,applic,0.166666667,Positive,0,0,1,0,0,0,0,0,0
615,7/12/20 16:47,fr.gouv.android.stopcovid,StopCovid France,fr,Luc Monnier,2,Notification ttes les 10mn pour dire quoi ? Je ne sais pas. Application desinstallée. Je testerai la prochaine mise à jour Toujours des notifs sans raison et sans arrêt. Se désactive très régulièrement,Notification every 10 minutes to say what? I do not know. Application uninstalled. I will test the next update Always Notices for no reason and without stopping. Turns off very regularly,fr,Notification every    minutes to say what  I do not know  Application uninstalled  I will test the next update Always Notices for no reason and without stopping  Turns off very regularly,Domain_Specific,applic,0.055555556,Negative,0,0,1,0,0,0,0,0,0
616,7/12/20 15:24,fr.gouv.android.stopcovid,StopCovid France,fr,capliez Marie Thérèse,5,Je trouve cette application super merciii,I find this application super thank you,fr,I find this application super thank you,Domain_Specific,applic,0.25,Positive,0,0,1,0,0,0,0,0,0
619,7/12/20 13:29,fr.gouv.android.stopcovid,StopCovid France,fr,Benoit Pannetier,2,L'application consomme énormément de capacité de la batterie. C'est une limite à l'usage de l'application.,The application consumes a lot of battery capacity. This is a limit on the use of the application.,fr,The application consumes a lot of battery capacity  This is a limit on the use of the application ,Domain_Specific,applic,0.125,Neutral,0,0,1,0,0,0,0,0,0
624,7/12/20 11:15,fr.gouv.android.stopcovid,StopCovid France,fr,Dominique MOUGEL,1,"Nul ! Comme toutes les appli de la fonction public, celle-ci est lamentable ! S'arrête où se désactivé sans arrêt, et on ne comprend rien à son fonctionnement et son utilité ! Si on attend la-dessus pour stoper le Corona, on est dans la m.....!",No ! Like all public service apps  this one is lamentable! Stops or turns off without stopping  and we do not understand anything about its operation and its usefulness! If we wait for the above to stop the Corona  we are in the m .....!,fr,No   Like all public service apps  this one is lamentable  Stops or turns off without stopping  and we do not understand anything about its operation and its usefulness  If we wait for the above to stop the Corona  we are in the m       ,Domain_Specific,"servic, servic",0.111111111,Negative,0,0,1,0,0,0,0,0,0
627,7/12/20 9:44,fr.gouv.android.stopcovid,StopCovid France,fr,Marlène Chaumet,3,"Enfin , ça fonctionne merci . Maintenant , voir dehors .",Finally  it works thanks. Now see it outside.,fr,Finally  it works thanks  Now see it outside ,Domain_Specific,outsid,0.2,Positive,0,0,1,0,0,0,0,0,0
628,7/12/20 8:48,fr.gouv.android.stopcovid,StopCovid France,fr,claire levelut,1,"Problème de fond application qui déclenche une alerte au bout de 15 min a cote d une personne atteinte mais qui ne reste jamaus,active 15min. Ca ne peut pas fonctionner. Bug a corriger au plus vite",Basic application problem which triggers an alert after 15 min next to a person affected but who never remains active for 15 min. It can't work. Bug to be corrected as soon as possible,fr,Basic application problem which triggers an alert after    min next to a person affected but who never remains active for    min  It can t work  Bug to be corrected as soon as possible,Domain_Specific,applic,0.055555556,Negative,0,0,1,0,0,0,0,0,0
631,7/12/20 7:11,fr.gouv.android.stopcovid,StopCovid France,fr,Jean-Paul Maitrias,1,"Se désactive constamment. On pense qu'elle nous ""protège"" mais. En fait elle n'est plus active depuis on ne sait combien de temps","Constantly deactivates. We think it ""protects"" us but. In fact  she hasn't been active for who knows how long",fr,Constantly deactivates  We think it  protects  us but  In fact  she hasn t been active for who knows how long,Privacy,protect,0.111111111,Positive,0,0,0,0,0,0,0,1,0
633,7/12/20 6:08,fr.gouv.android.stopcovid,StopCovid France,fr,Claire CHESNEAU,2,"L'application se déconnecte régulièrement, donc si on ne pense pas à y retourner pour la relancer, elle ne sert à rien. Et là, je viens de la supprimer car impossible de la relancer. Je vais lui redonner une deuxième chance et la réinstaller, mais sans conviction",The application disconnects regularly  so if we do not think of returning to it to restart it  it is useless. And there  I just deleted it because impossible to relaunch it. I'll give her a second chance and reinstall her  but without conviction,fr,The application disconnects regularly  so if we do not think of returning to it to restart it  it is useless  And there  I just deleted it because impossible to relaunch it  I ll give her a second chance and reinstall her  but without conviction,Domain_Specific,applic,0.058823529,Negative,0,0,1,0,0,0,0,0,0
635,7/11/20 18:45,fr.gouv.android.stopcovid,StopCovid France,fr,Vieux KRAH,5,Cette appli StopCovid s'installe sans aucune difficulté et fonctionne en arrière-plan en toute transparence. Son utilisation est donc entièrement automatique. Il suffit juste de s'assurer que le Bluetooth est actif en permanence pour pouvoir rendre l'appli efficace.,This StopCovid app is easy to install and runs seamlessly in the background. Its use is therefore fully automatic. You just have to make sure that Bluetooth is always active to be able to make the app efficient.,fr,This StopCovid app is easy to install and runs seamlessly in the background  Its use is therefore fully automatic  You just have to make sure that Bluetooth is always active to be able to make the app efficient ,Domain_Specific,run,0.05,Positive,0,0,1,0,0,0,0,0,0
639,7/11/20 12:20,fr.gouv.android.stopcovid,StopCovid France,fr,Luc Bobeleyn,5,"Discrète, l'installation est longue car il faut donner les autorisations. C'est expliqué clairement. Sinon elle se faire oublier, je croise les doigts je n'ai pour l'instant pas croisé de personne contaminée ayant l'appli",Discreet  the installation is long because it is necessary to give the authorizations. It is clearly explained. Otherwise she will be forgotten  my fingers crossed I have not yet seen a contaminated person with the app,fr,Discreet  the installation is long because it is necessary to give the authorizations  It is clearly explained  Otherwise she will be forgotten  my fingers crossed I have not yet seen a contaminated person with the app,Domain_Specific,"author, author",0.111111111,Positive,0,0,1,0,0,0,0,0,0
641,7/11/20 12:08,fr.gouv.android.stopcovid,StopCovid France,fr,Laurent,1,"Tjrs le même problème, l'application s'arrête seule...",Always the same problem  the application stops on its own ...,fr,Always the same problem  the application stops on its own    ,Domain_Specific,applic,0.25,Negative,0,0,1,0,0,0,0,0,0
645,7/11/20 6:25,fr.gouv.android.stopcovid,StopCovid France,fr,ludovic sécher,1,L'application se désactive constamment. Au boulot les développeurs avant la 2nde vague svp.,The application is constantly deactivating. At work the developers before the 2nd wave please.,fr,The application is constantly deactivating  At work the developers before the  nd wave please ,Domain_Specific,applic,0.111111111,Positive,0,0,1,0,0,0,0,0,0
647,7/10/20 20:10,fr.gouv.android.stopcovid,StopCovid France,fr,Daisy Kimiko,3,"Bip constamment et on ne sait pas pourquoi, application s'arrête et consomme énormément d'énergie, j'ai dû la desinstaller à mon grand regret car je voulais participer à la protection des autres et de moi-même.",Beep constantly and we don't know why  application stops and consumes a lot of energy  I had to uninstall it to my great regret because I wanted to participate in the protection of others and of myself.,fr,Beep constantly and we don t know why  application stops and consumes a lot of energy  I had to uninstall it to my great regret because I wanted to participate in the protection of others and of myself ,"Domain_Specific, Privacy","protect, applic",0.125,Positive,0,0,1,0,0,0,0,1,0
652,7/10/20 18:07,fr.gouv.android.stopcovid,StopCovid France,fr,E Z,1,"L'idée est bonne. Mais malheureusement le réalisation laisse à désirer. L' application se désactive sans arrêt. En l'état actuel c'est plutôt un gaspillage de l'argent public que d'autre chose. Les développeurs et ceux qui ont financé cet application , semble-t- il, ne s'intéressent pas du tout aux avis des utilisateurs et son bon fonctionnement. Peut- être qu'ils se content d'avoir touché beaucoup d'argent et/ou une reconnaissance dans le monde politique. C'est incroyable quand-même.",The idea is good. But unfortunately the realization leaves much to be desired. The application is constantly deactivated. As it stands  it is more a waste of public money than anything else. The developers and those who funded this app  it seems  are not at all interested in user reviews and how well it works. Maybe they are content to have received a lot of money and / or recognition in the political world. It's unbelievable anyway.,fr,The idea is good  But unfortunately the realization leaves much to be desired  The application is constantly deactivated  As it stands  it is more a waste of public money than anything else  The developers and those who funded this app  it seems  are not at all interested in user reviews and how well it works  Maybe they are content to have received a lot of money and   or recognition in the political world  It s unbelievable anyway ,Domain_Specific,"receiv, applic",0.057142857,Negative,0,0,1,0,0,0,0,0,0
658,7/10/20 12:58,fr.gouv.android.stopcovid,StopCovid France,fr,Elaine F,4,"Depuis ce matin, l'application se desactive automatiquement toute seule. Impossible de la reactiver. Desinstallé et réinstallé : refonctionne.",Since this morning  the application has automatically deactivated itself. Unable to reactivate it. Uninstalled and reinstalled: works again.,fr,Since this morning  the application has automatically deactivated itself  Unable to reactivate it  Uninstalled and reinstalled  works again ,Domain_Specific,applic,0.1,Neutral,0,0,1,0,0,0,0,0,0
662,7/10/20 9:19,fr.gouv.android.stopcovid,StopCovid France,fr,antoine nguyen,2,"Je suis partisan de ce genre d application, cependant l application ne fonctionne que si on lui laisse accès aux notifications. Celles-ci deviennent des spams !!!! Je l ai donc désactivé.",I am in favor of this kind of application  however the application only works if it is given access to notifications. These become spam !!!! So I disabled it.,fr,I am in favor of this kind of application  however the application only works if it is given access to notifications  These become spam      So I disabled it ,"Disability, Domain_Specific","disabl, applic",0.153846154,Positive,0,1,1,0,0,0,0,0,0
664,7/10/20 7:53,fr.gouv.android.stopcovid,StopCovid France,fr,GuillaumeM dev,1,"Impossible d'activer stop covid, j'ai le spinner au moment d'entrer le code visuel et je peux plus rien faire, application inutilisable",Cannot activate stop covid  I have the spinner when entering the visual code and I can do nothing  application unusable,fr,Cannot activate stop covid  I have the spinner when entering the visual code and I can do nothing  application unusable,Domain_Specific,"enter, visual, spinner, applic",0.4,Positive,0,0,1,0,0,0,0,0,0
667,7/10/20 6:47,fr.gouv.android.stopcovid,StopCovid France,fr,Laurent Ptr,4,Ce serait bien que l'icône dans la barre de notifications ne soit pas affiché en permanence !,It would be nice if the icon in the notification bar wasn't displayed all the time!,fr,It would be nice if the icon in the notification bar wasn t displayed all the time ,Domain_Specific,display,0.142857143,Positive,0,0,1,0,0,0,0,0,0
670,7/10/20 5:52,fr.gouv.android.stopcovid,StopCovid France,fr,Eric Gutierrez,3,"Se désactive tous le temps.... obligé d'ouvrir l'appli et de réactiver, pour être en marche",Disables all the time .... forced to open the app and reactivate  to be on,fr,Disables all the time      forced to open the app and reactivate  to be on,Disability,disabl,0.166666667,Negative,0,1,0,0,0,0,0,0,0
671,7/9/20 22:32,fr.gouv.android.stopcovid,StopCovid France,fr,Karim El maouhab,1,Impossible d'activer l'application je laisse tomber,Unable to activate the application I give up,fr,Unable to activate the application I give up,Domain_Specific,applic,0.25,Neutral,0,0,1,0,0,0,0,0,0
672,7/9/20 22:30,fr.gouv.android.stopcovid,StopCovid France,fr,zangetsu13 bleach,1,"La vérification par code visuel ou audio ne marche pas pour activer l'appli, essayé au moins 20 fois...Et apparemment je ne suis pas le seul à avoir des problèmes au vue des commentaires. Incroyable, 1 appli gouvernementale censée freiner le covid, plus d'1 mois après sa sortie, qu'on ne peut même pas activer...",Verification by visual or audio code does not work to activate the app  tried at least 20 times ... And apparently I'm not the only one having problems seeing comments. Incredible  1 government app supposed to curb covid  more than 1 month after its release  that we can not even activate ...,fr,Verification by visual or audio code does not work to activate the app  tried at least    times     And apparently I m not the only one having problems seeing comments  Incredible    government app supposed to curb covid  more than   month after its release  that we can not even activate    ,Domain_Specific,"visual, comment",0.074074074,Negative,0,0,1,0,0,0,0,0,0
673,7/9/20 22:16,fr.gouv.android.stopcovid,StopCovid France,fr,Julien T,1,"Après installé et avoir tout accepté, impossible d'activer l'application. Beug au niveau du code de vérification pour activer, que je fasse le code écris ou oral, on me dit qu'il est invalide...",After installing and accepting everything  unable to activate the application. Beug at the level of the verification code to activate  whether I do the written or spoken code  I am told that it is invalid ...,fr,After installing and accepting everything  unable to activate the application  Beug at the level of the verification code to activate  whether I do the written or spoken code  I am told that it is invalid    ,Domain_Specific,"level, applic",0.117647059,Positive,0,0,1,0,0,0,0,0,0
676,7/9/20 20:18,fr.gouv.android.stopcovid,StopCovid France,fr,Frederic HUGUENIN,5,Tout a l'air de fonctionner (petite icone toujours présente en entête). Et pas encore d'annonce de contagion! Ouf,Everything seems to work (small icon always present in the header). And no contagion announcement yet! Phew,fr,Everything seems to work  small icon always present in the header   And no contagion announcement yet  Phew,Domain_Specific,"announc, header, present",0.25,Positive,0,0,1,0,0,0,0,0,0
679,7/9/20 19:16,fr.gouv.android.stopcovid,StopCovid France,fr,frédéric 29ger78,2,"Desactivation à chaque arrêt du téléphone, dommage, cela réduit l intérêt de l appli",Deactivation each time the phone is turned off  too bad  this reduces the interest of the app,fr,Deactivation each time the phone is turned off  too bad  this reduces the interest of the app,Domain_Specific,reduc,0.125,Negative,0,0,1,0,0,0,0,0,0
680,7/9/20 18:52,fr.gouv.android.stopcovid,StopCovid France,fr,Cyrille DUTHY,3,"L'application semblait fonctionner correctement depuis le début mais depuis la mise à jour, elle semble se désactiver toute seule, obligé de vérifier qu'elle tourne.",The app seemed to work fine from the start but since the update it seems to disable itself  forced to verify that it is running.,fr,The app seemed to work fine from the start but since the update it seems to disable itself  forced to verify that it is running ,"Disability, Domain_Specific","disabl, run",0.166666667,Negative,0,1,1,0,0,0,0,0,0
682,7/9/20 17:04,fr.gouv.android.stopcovid,StopCovid France,fr,Véronique Simond,3,"Se désactive régulièrement et depuis la dernière mise à jour, ne s'active plus du tout",Disables regularly and since the last update  does not activate at all,fr,Disables regularly and since the last update  does not activate at all,Disability,disabl,0.142857143,Neutral,0,1,0,0,0,0,0,0,0
686,7/9/20 16:12,fr.gouv.android.stopcovid,StopCovid France,fr,Nicolas P,3,"Application qui se désactive sans raison apparente. Il faut alors relancer l'application manuellement (si/quand on s'en aperçoit) et impossible de savoir combien de temps l'application est restée inactive. Du coup, gros bémol sur son utilité.",Application that is deactivated for no apparent reason. It is then necessary to restart the application manually (if / when we notice it) and it is impossible to know how long the application has been inactive. Suddenly  big downside on its usefulness.,fr,Application that is deactivated for no apparent reason  It is then necessary to restart the application manually  if   when we notice it  and it is impossible to know how long the application has been inactive  Suddenly  big downside on its usefulness ,Domain_Specific,applic,0.055555556,Negative,0,0,1,0,0,0,0,0,0
688,7/9/20 14:55,fr.gouv.android.stopcovid,StopCovid France,fr,Denis Ebe,1,"Se désactive en fermant les applications courantes. En conclusion, l'application est quasiment tout le temps sur arrêt.",Disables by closing current applications. In conclusion  the application is almost all the time off.,fr,Disables by closing current applications  In conclusion  the application is almost all the time off ,"Disability, Domain_Specific","disabl, applic",0.25,Neutral,0,1,1,0,0,0,0,0,0
695,7/9/20 7:41,fr.gouv.android.stopcovid,StopCovid France,fr,Dominique Gallopin,3,"Utilité. Dommage, peu d'informations Les modifications de l'application sont très très longues à charger!!!",Utility. Too bad  little information The modifications to the application take a very long time to load !!!,fr,Utility  Too bad  little information The modifications to the application take a very long time to load    ,Domain_Specific,applic,0.090909091,Negative,0,0,1,0,0,0,0,0,0
697,7/9/20 6:52,fr.gouv.android.stopcovid,StopCovid France,fr,Hd Goe,3,"Se désactive tout le temps et sans alerte. Du coup, je m'en rends compte beaucoup plus tard.... D'où une utilité limitée ! Sinon, pas de problème d'installation ou de bug.",Disables all the time and without alert. Suddenly  I realize it much later .... Hence limited usefulness! Otherwise  no installation problem or bug.,fr,Disables all the time and without alert  Suddenly  I realize it much later      Hence limited usefulness  Otherwise  no installation problem or bug ,Disability,disabl,0.066666667,Negative,0,1,0,0,0,0,0,0,0
698,7/9/20 6:29,fr.gouv.android.stopcovid,StopCovid France,fr,Jérôme Andureu,4,ca manque de statistiques a visualiser par l'utilisateur sur les données enregistrées,There is a lack of statistics to be viewed by the user on the recorded data,fr,There is a lack of statistics to be viewed by the user on the recorded data,"Domain_Specific, Privacy","data, record",0.333333333,Negative,0,0,1,0,0,0,0,1,0
702,7/8/20 19:58,fr.gouv.android.stopcovid,StopCovid France,fr,Marine Mx4B,1,L'application plante tres souvent,The application crashes very often,fr,The application crashes very often,Domain_Specific,applic,0.25,Neutral,0,0,1,0,0,0,0,0,0
708,7/8/20 16:32,fr.gouv.android.stopcovid,StopCovid France,fr,didier cartier,1,En.fait cette application ne montre pas les personnes approchées porteuses du covid19,In fact this application does not show approached people carrying covid19,fr,In fact this application does not show approached people carrying covid  ,Domain_Specific,applic,0.125,Neutral,0,0,1,0,0,0,0,0,0
711,7/8/20 13:25,fr.gouv.android.stopcovid,StopCovid France,fr,Quentin Boinot,3,Pensez à redémarrer l'application régulièrement,Remember to restart the application regularly,fr,Remember to restart the application regularly,Domain_Specific,applic,0.25,Neutral,0,0,1,0,0,0,0,0,0
712,7/8/20 12:51,fr.gouv.android.stopcovid,StopCovid France,fr,Maxime Fauconnier,2,Se désactive tout seul et nécessite des actions complémentaires pour s'exécuter au démarrage,Deactivates itself and requires additional actions to run at startup,fr,Deactivates itself and requires additional actions to run at startup,Domain_Specific,run,0.166666667,Neutral,0,0,1,0,0,0,0,0,0
714,7/8/20 12:20,fr.gouv.android.stopcovid,StopCovid France,fr,Papat,3,"Quelques bugs (ne se lance pas toute seule, défauts de droits d accès au Bluetooth : Android lui donne l accès en géo-localisation mais ne propose pas celui au Bluetooth qui est requis...). Sinon l interface est simple et intuitive",Some bugs (does not launch on its own  lack of Bluetooth access rights: Android gives it geo-location access but does not offer Bluetooth access which is required ...). Otherwise the interface is simple and intuitive,fr,Some bugs  does not launch on its own  lack of Bluetooth access rights  Android gives it geo location access but does not offer Bluetooth access which is required       Otherwise the interface is simple and intuitive,"Domain_Specific, Location, Privacy","geo, locat, locat",0.142857143,Negative,0,0,1,0,0,0,1,1,0
717,7/8/20 8:28,fr.gouv.android.stopcovid,StopCovid France,fr,Tomipixels,3,"Inutilisable car mon téléphone n'est pas compatible... c'est quand même idiot pour une application qui, plus il y a de personne, mieux elle marche... Sinon rien à dire sur d'autre téléphone elle marche bien à part qu'elle se désactivé tout le temps...",Cannot be used because my phone is not compatible ... it's still stupid for an application which  the more people there are  the better it works ... Otherwise nothing to say about other phone it works well except that it gets disabled all the time ...,fr,Cannot be used because my phone is not compatible     it s still stupid for an application which  the more people there are  the better it works     Otherwise nothing to say about other phone it works well except that it gets disabled all the time    ,"Disability, Domain_Specific","disabl, applic",0.1,Positive,0,1,1,0,0,0,0,0,0
718,7/8/20 7:37,fr.gouv.android.stopcovid,StopCovid France,fr,Antoine Siboni,1,"L'application plante de nouveau. Elle ne fonctionne que 24h, après il faut la désinstaller puis la réinstaller pour qu'elle puisse être réactivé. Domage.",The application crashes again. It only works 24 hours  after that you have to uninstall it and then reinstall it so that it can be reactivated. Shame.,fr,The application crashes again  It only works    hours  after that you have to uninstall it and then reinstall it so that it can be reactivated  Shame ,Domain_Specific,applic,0.111111111,Negative,0,0,1,0,0,0,0,0,0
719,7/8/20 7:29,fr.gouv.android.stopcovid,StopCovid France,fr,Ariane Lesbos,3,"L'appli se désactive très souvent sans que je m'en aperçoive. Et depuis 2j je ne réussi pas à la réactiver, même après arrêt du téléphone. Donc....je ne l'utilise plus. Dommage car c'est une idée.",The app turns off very often without me noticing. And for 2 days I have not managed to reactivate it  even after switching off the phone. So .... I don't use it anymore. Too bad because it is an idea.,fr,The app turns off very often without me noticing  And for   days I have not managed to reactivate it  even after switching off the phone  So      I don t use it anymore  Too bad because it is an idea ,Domain_Specific,"manag, manag",0.117647059,Negative,0,0,1,0,0,0,0,0,0
721,7/8/20 7:08,fr.gouv.android.stopcovid,StopCovid France,fr,Dominique Mazaleyrat,1,"C une vraie cochonnerie, il m a fallu 10 jours pour réussir à la faire installer, à la suite de quoi mon téléphone a cessé de fonctionner 6 jours. J essaie de mettre à jour depuis plusieurs jours et cela ne fonctionne pas non plus encore une appli d ingénieur en informatique réservée aux ingénieurs en informatique",C a real filth  it took me 10 days to get it installed  after which my phone stopped working for 6 days. I have been trying to update for several days and it still doesn t work a computer engineer app for computer engineers only,fr,C a real filth  it took me    days to get it installed  after which my phone stopped working for   days  I have been trying to update for several days and it still doesn t work a computer engineer app for computer engineers only,Domain_Specific,"comput, engin",0.086956522,Negative,0,0,1,0,0,0,0,0,0
725,7/8/20 4:18,fr.gouv.android.stopcovid,StopCovid France,fr,Fred Thomas,5,"Ok, rien à redire pour l'instant. Je m'accorde avec d'autres commentaires sur l'idée d'avoir un peu plus d'infos ..... Carte des foyers épidémiques, évolution ..... Cela rendrait l'appli plus ludique ......",Ok  no complaints so far. I agree with other comments on the idea of ​​having a little more information ..... Map of epidemic foci  evolution ..... This would make the app more fun ..... .,fr,Ok  no complaints so far  I agree with other comments on the idea of   having a little more information       Map of epidemic foci  evolution       This would make the app more fun        ,Domain_Specific,comment,0.0625,Positive,0,0,1,0,0,0,0,0,0
727,7/7/20 22:17,fr.gouv.android.stopcovid,StopCovid France,fr,Claude Lechat,2,"Ça marchait très bien depuis le 1er jour jusqu'à il y a quelques jours, mais depuis, elle me demande de mettre en fonction le Bluetooth et la géo-localisation, alors que c'est déjà fait. La seule solution que j'ai trouvé est d'autoriser tout, appareil photo, stockage etc... Sans, ça ne s'active pas. Autant dire que bien sûr je ne l'active plus, et si ce n'est pas corrigé je vais la desinstaller. C'est dommage car je pense, qu'elle pourrait servir en cas de 2rme vague..",It worked very well from day 1 until a few days ago  but since then she has asked me to turn on Bluetooth and geo-location  when I have already done so. The only solution I have found is to authorize everything  camera  storage etc ... Without  it does not activate. Suffice to say that of course I no longer activate it  and if it is not corrected I will uninstall it. It's a shame because I think it could be used in the event of a 2nd wave.,fr,It worked very well from day   until a few days ago  but since then she has asked me to turn on Bluetooth and geo location  when I have already done so  The only solution I have found is to authorize everything  camera  storage etc     Without  it does not activate  Suffice to say that of course I no longer activate it  and if it is not corrected I will uninstall it  It s a shame because I think it could be used in the event of a  nd wave ,"Domain_Specific, Location, Privacy","geo, locat, author, locat, author",0.125,Negative,0,0,1,0,0,0,1,1,0
729,7/7/20 17:46,fr.gouv.android.stopcovid,StopCovid France,fr,Tom,3,"Franchement, la façon que je sais cette application fonctionne c'est pour vidé ma batterie. Et c'est bien le problème, pour le peux d'efficacité est l'application ce n'est pas rentable. (Sans compter le fait que l'application se désactive tout seul même en ignorant l'optimisation de la batterie)",Frankly  the way I know this app works is to drain my battery. And this is the problem  for the low efficiency is the application it is not profitable. (Not to mention the fact that the app turns itself off even by skipping battery optimization),fr,Frankly  the way I know this app works is to drain my battery  And this is the problem  for the low efficiency is the application it is not profitable   Not to mention the fact that the app turns itself off even by skipping battery optimization ,Domain_Specific,"optim, applic",0.1,Negative,0,0,1,0,0,0,0,0,0
731,7/7/20 16:56,fr.gouv.android.stopcovid,StopCovid France,fr,Grard Pianca,2,Se desactive tout le temps. Il me faut la réactiver plusieurs fois par jour et donc la protection est souvent inexistante.,Disables all the time. I have to reactivate it several times a day and therefore the protection is often non-existent.,fr,Disables all the time  I have to reactivate it several times a day and therefore the protection is often non existent ,"Disability, Privacy","protect, disabl",0.181818182,Neutral,0,1,0,0,0,0,0,1,0
732,7/7/20 12:05,fr.gouv.android.stopcovid,StopCovid France,fr,Ela .drael,1,"L'application ne marche pas sur mon téléphone car il est trop vieux. Enfin, il a 4 ans quoi, c'est un smartphone tout à fait fonctionnel. Quand on crée une application pour la population française c'est un sacré échec.",The app does not work on my phone because it is too old. Finally  he is 4 years old  it is a very functional smartphone. When you create an application for the French population  it's a hell of a failure.,fr,The app does not work on my phone because it is too old  Finally  he is   years old  it is a very functional smartphone  When you create an application for the French population  it s a hell of a failure ,"Domain_Specific, Language","french, applic",0.111111111,Negative,0,0,1,0,0,1,0,0,0
733,7/7/20 11:51,fr.gouv.android.stopcovid,StopCovid France,fr,Regis Franchequin,1,"Impossible d'ouvrir l'application,redémarrage systématique du téléphone..",Unable to open the application  systematic restart of the phone.,fr,Unable to open the application  systematic restart of the phone ,Domain_Specific,applic,0.166666667,Neutral,0,0,1,0,0,0,0,0,0
