,Date,AppID,AppName,Country,Author,Rating,Review,Title Review,Detected Language,content,issue,syn,issue_vio_id,sentiment,Age,Disability,Domain_Specific,Emotional,Gender,Language,Location,Privacy,Socio_economic_Status
3766,5/26/20 10:21,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),en,Ahmed Hinnawi,1,تطبيق علة مطلعلي الاستبيان ولا اقدر اطلع من هذه الصفحة رغم الاجابة على جميع الاسئلة,Applying the bug to the questionnaire  and I cannot view this page despite the answer to all the questions,ar,Applying the bug to the questionnaire  and I cannot view this page despite the answer to all the questions,Domain_Specific,answer,0.125,Neutral,0,0,1,0,0,0,0,0,0
3773,5/26/20 9:44,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),en,AHMED ELSAQA,3,بضيف تاريخ الميلاد الصحيح بيقولي خطاء كيف زهو مسجل على الهوية,By adding the correct date of birth  it is wrong to say how pride is recorded on the ID,ar,By adding the correct date of birth  it is wrong to say how pride is recorded on the ID,Domain_Specific,record,0.111111111,Negative,0,0,1,0,0,0,0,0,0
3776,5/26/20 9:27,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,Ahmed Tihmad,1,التطبيق لا يعمل,The application does not work,ar,The application does not work,Domain_Specific,applic,0.333333333,Neutral,0,0,1,0,0,0,0,0,0
3784,5/26/20 8:52,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,البدر العنزي,1,تطبيق فاشل ولكن أثناء الحظر وصل مليون سبحان الله. ولكن لزال فاشل جدا ومعلق بنفس الوقت,Failed application  but during the ban  a million glory to God arrived But it is still very unsuccessful and suspended at the same time,ar,Failed application  but during the ban  a million glory to God arrived But it is still very unsuccessful and suspended at the same time,Domain_Specific,applic,0.076923077,Negative,0,0,1,0,0,0,0,0,0
3786,5/26/20 8:41,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,abo faisal,5,التطبيق مفيد جدا وسريع لطلب تصريح تموين او خلافه إضافه للتحديث الجديد ..حفظ الله بلادنا وسائر بلاد المسلمين,The application is very useful and fast to request a supply permit or otherwise  in addition to the new update .. May God protect our country and the rest of Muslim countries,ar,The application is very useful and fast to request a supply permit or otherwise  in addition to the new update    May God protect our country and the rest of Muslim countries,"Domain_Specific, Language, Location, Privacy","countri, countri, protect, applic",0.222222222,Positive,0,0,1,0,0,1,1,1,0
3788,5/26/20 8:30,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,Saad Alomran,2,مشكلة التصريح هو أن المستخدم لا يستطيع اختيار المنطقة او الحدود الجغرافية التي تقدم بطلب التصريح لأجلها يكون الاختيار عشوائي وفيه مناطق لايرغبها ولا يوجد فيها أي خدمات اخذت مساحة بلا فائدة,The problem with the permit is that the user cannot choose the area or geographical borders for which he applied for the permit  the choice is random and has areas he does not want and there are no services that took an area without interest,ar,The problem with the permit is that the user cannot choose the area or geographical borders for which he applied for the permit  the choice is random and has areas he does not want and there are no services that took an area without interest,"Domain_Specific, Location","area, servic, servic, geograph, border",0.263157895,Negative,0,0,1,0,0,0,1,0,0
3789,5/26/20 8:27,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),en,AHMED ALOQAB,5,تطبيق مميز وخاصة في فترة جائحة كورونا,A special application  especially during the Corona pandemic,ar,A special application  especially during the Corona pandemic,Domain_Specific,applic,0.166666667,Positive,0,0,1,0,0,0,0,0,0
3801,5/26/20 7:12,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,عبدالكريم القحطاني,1,لم يفتح معي... أعطى رسالة تقول ( ناسف لا يمكنك استخدام التطبيق لان الجهاز تم عمل root عليه,It did not open with me ... I gave a message saying (Sorry  you cannot use the application because the device has been rooted,ar,It did not open with me     I gave a message saying  Sorry  you cannot use the application because the device has been rooted,Domain_Specific,applic,0.1,Negative,0,0,1,0,0,0,0,0,0
3809,5/26/20 6:42,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,wael alsade,1,ليش هذا التصعيب من ابشر وسجل وارسل,Why is this difficult from preaching  recording  and sending?,ar,Why is this difficult from preaching  recording  and sending ,Domain_Specific,record,0.2,Negative,0,0,1,0,0,0,0,0,0
3813,5/26/20 6:22,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),en,ALWALEED A,1,الى الان مو قادر اسجل بالبرنامج وخدمة العملاء سيئين ماعنده الا جمله وحده يرددونها ( احذف البرنامج وحمله من جديد) لكل مشكله,Until now  I am not able to register in the program and the customer service is bad  I don’t only have a sentence they repeat (delete the program and download it again) for every problem,ar,Until now  I am not able to register in the program and the customer service is bad  I don t only have a sentence they repeat  delete the program and download it again  for every problem,Domain_Specific,"servic, servic, custom",0.214285714,Negative,0,0,1,0,0,0,0,0,0
3817,5/26/20 5:42,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,Ahmad Rabia,5,"البرنامج ممتاز أمس لكن اليوم ماقبل يشتغل دايم يعطي رسالة "" نأسف لايمكن استخدام التطبيق لأن الجهاز تم عمل root عليه "" لم نفهم ماحصل","The program is excellent yesterday  but today before it works  Dime gives the message ""Sorry  the application cannot be used because the device has been rooted"". We did not understand what happened.",ar,The program is excellent yesterday  but today before it works  Dime gives the message  Sorry  the application cannot be used because the device has been rooted   We did not understand what happened ,Domain_Specific,applic,0.058823529,Positive,0,0,1,0,0,0,0,0,0
3818,5/26/20 5:24,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,Ahmad Ali,1,كيف احدد موقعي ماعرفت,How do I locate my site Maaft,ar,How do I locate my site Maaft,"Domain_Specific, Privacy","locat, locat",0.666666667,Neutral,0,0,1,0,0,0,0,1,0
3820,5/26/20 5:12,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,Ahmed Sh,1,اتوقع لاجل فتره وما بنحتاجه .. اشكرك يالتطبيق تستاهل نجمه,I expect for a period of time and what we need .. Thank you. The application deserves its star,ar,I expect for a period of time and what we need    Thank you  The application deserves its star,Domain_Specific,applic,0.125,Positive,0,0,1,0,0,0,0,0,0
3821,5/26/20 5:11,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),en,Noman,1,"Unable to register due to date of birth, not possible to enter DOB.",  Unable to register due to date of birth  not possible to enter DOB. ,en,  Unable to register due to date of birth  not possible to enter DOB  ,Domain_Specific,enter,0.125,Neutral,0,0,1,0,0,0,0,0,0
3826,5/26/20 5:01,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,عمر Omar,1,تطبيق رهيب صراحه لي أكثر من ساعتين أحاول قدر الإمكان أطلب تصريح وووووووااالخ وآخر شيء يقولك كلمة مرور غير صحيحة والمشكلة تطلع بياناتك وصورة هويتك الشخصية مدري صراحه إيش الهرجه بس أحس أن عندي انفصام في الشخصيه أهم شىء لاتزعلون أنا غلطان 🤕😎😂😂😂😂😂 انتم فله,A terrible application. Honestly  I have more than two hours trying as much as possible to ask for a permit  wooooooah  etc. The last thing that says you is an incorrect password. The problem is that your data and a picture of your personal identity are disclosed. He has,ar,A terrible application  Honestly  I have more than two hours trying as much as possible to ask for a permit  wooooooah  etc  The last thing that says you is an incorrect password  The problem is that your data and a picture of your personal identity are disclosed  He has,"Domain_Specific, Privacy","data, applic",0.086956522,Negative,0,0,1,0,0,0,0,1,0
3830,5/26/20 4:37,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,الزعيم البطاطي,5,احسنتم بارك الله فيكم وجزاكم الله خير ونسال الله ان يهدي العباد إلى الصراط المستقيم وان يرحم الجميع برحمته من عذاب جهنم وان ييسر للجميع سبل العيش في حياتهم الدنيا ونسال الله ان يجعلنا من الذين يعمرون الأرض والاسلام دينا انه ولي ذلك والقادر عليه,Well done  may God bless you  and may God reward you well  and we ask God to guide the servants to the straight path and to have mercy on everyone from the torment of Hell  and to facilitate for all the ways of living in their worldly life.,ar,Well done  may God bless you  and may God reward you well  and we ask God to guide the servants to the straight path and to have mercy on everyone from the torment of Hell  and to facilitate for all the ways of living in their worldly life ,Domain_Specific,"servant, guid",0.083333333,Positive,0,0,1,0,0,0,0,0,0
3839,5/26/20 4:09,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,طارق المجيدي,5,تطبيق ممتاز جدا وسريع ودقيق فى البيانات والتقارير. بالاضافه يسهل الحركه و يحديد نطاق الحي بحسب تغير فى لون التصريح من الاخضر الى الاحمر فى حاله تجاوز الحي يعني اشارة مروريه ارشاديه فى التطبيق شكرا لجميع من ساهمه فى اخراج هذا العمل وهذا يدل على التوجه فى خدمه المجتمع والالتزام بالانظمه ويارب ترفع البلاء عن هذة الامه وتوفق الحكومه دوما وابدا شكرا من القلب وكل والجميع بخير,A very excellent application  fast and accurate in data and reports. In addition  it facilitates movement and defines the area of ​​the neighborhood according to a change in the color of the permit from green to red in the event that the neighborhood is bypassed means a guiding traffic signal in the application. The government always and never  thanks from the heart  and everyone is fine,ar,A very excellent application  fast and accurate in data and reports  In addition  it facilitates movement and defines the area of   the neighborhood according to a change in the color of the permit from green to red in the event that the neighborhood is bypassed means a guiding traffic signal in the application  The government always and never  thanks from the heart  and everyone is fine,"Domain_Specific, Location, Privacy","area, data, color, guid, signal, applic, defin",0.205882353,Positive,0,0,1,0,0,0,1,1,0
3840,5/26/20 4:07,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,أبومحمد عبدالله أحمد هباد,5,سلام عليكم ورحمة الله وبركاته جميل جدا جدا يفي بالغرض... اللهم إنا نعوذ بك من البرص والجنون والجذام ومن سيء الأسقام...,Peace  mercy and blessings of God be upon you. Very beautiful  very fulfilling of the purpose ... O God  we seek protection from you from leprosy  insanity  leprosy  and from bad sickness ...,ar,Peace  mercy and blessings of God be upon you  Very beautiful  very fulfilling of the purpose     O God  we seek protection from you from leprosy  insanity  leprosy  and from bad sickness    ,"Emotional, Privacy","sick, protect",0.111111111,Positive,0,0,0,1,0,0,0,1,0
3841,5/26/20 4:06,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,عشاق البيج s.a.a.d,5,رايع,Rabbi,fa,Rabbi,Domain_Specific,rabbi,1,Neutral,0,0,1,0,0,0,0,0,0
3850,5/26/20 3:38,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,رامي الدوسري,3,الحين ليش البرنامج يطلع لي لا يمكنك الخروج خارج نطاقك السكني وانا حاط منطقتي كيف اطلع تصريح هي ٤ ساعات وساعة مشي ولا استفدت منها,Now  why does the program come to me? You cannot go outside your residential area when I am surrounding my area.,ar,Now  why does the program come to me  You cannot go outside your residential area when I am surrounding my area ,"Domain_Specific, Location","area, outsid",0.2,Neutral,0,0,1,0,0,0,1,0,0
3852,5/26/20 3:31,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,Omar Fathe,1,لماذا لا يتم التسجيل,Why is not recording,ar,Why is not recording,Domain_Specific,record,0.5,Neutral,0,0,1,0,0,0,0,0,0
3863,5/26/20 3:00,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,Carera Ahmad,5,بارك الله بكم وازال عنا هذه الغمة شكرا من القلب لحكومتنا الرشيدة وللابطال في مختلف الجهات.,May God bless you and remove this agony from us. Thank you from the heart to our wise government and to the heroes in various quarters.,ar,May God bless you and remove this agony from us  Thank you from the heart to our wise government and to the heroes in various quarters ,Domain_Specific,remov,0.076923077,Positive,0,0,1,0,0,0,0,0,0
3865,5/26/20 2:54,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),en,How 2 Do,2,The app keep notifity me that I am exceeded the boundary limit even I already reached my residence location before the prescribe time ended. For that I will give 2 stars.,  The app keep notifity me that I am exceeded the boundary limit even I already reached my residence location before the prescribe time ended. For that I will give 2 stars. ,en,  The app keep notifity me that I am exceeded the boundary limit even I already reached my residence location before the prescribe time ended  For that I will give   stars  ,"Domain_Specific, Privacy","locat, locat",0.117647059,Positive,0,0,1,0,0,0,0,1,0
3866,5/26/20 2:50,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,abdulaziz Noufal,2,للاسف كون البرنامج من ابداعات مركز الامن الوطني كنت اتوقع ان اعدادات كلمة السر افضل من المعمول به في البرنامج يعطيك مؤشرات قبول كلمة السر ولكن لا يتجاوزها بدون اظهار خطأ حيث انه لايقبل الرموز الخاصة وهذه نقطة ضعف في امن البرنامج اتمنى تداركها,Unfortunately  the fact that the program is one of the innovations of the National Security Center. I expected that the password settings are better than what is applied in the program.,ar,Unfortunately  the fact that the program is one of the innovations of the National Security Center  I expected that the password settings are better than what is applied in the program ,Privacy,"secur, secur",0.142857143,Positive,0,0,0,0,0,0,0,1,0
3867,5/26/20 2:47,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,العنيد المالك,5,تطبيق رائع وجميل .. اتمنى لكم التوفيق والسداد,Wonderful and beautiful application .. I wish you good luck,ar,Wonderful and beautiful application    I wish you good luck,Domain_Specific,applic,0.166666667,Positive,0,0,1,0,0,0,0,0,0
3869,5/26/20 2:31,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,Hassan Elemam,1,التطبيق لا يدعم خدمات هواوي لذلك لا استطيع عمل التصريح لانه لا يحدد الموقع ويطلب خدمات جوجل,The application does not support Huawei services  so I cannot make the permit because it does not specify the location and requests Google services,ar,The application does not support Huawei services  so I cannot make the permit because it does not specify the location and requests Google services,"Domain_Specific, Privacy","locat, servic, servic, locat, applic",0.357142857,Negative,0,0,1,0,0,0,0,1,0
3870,5/26/20 2:28,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,klod- z,5,الله يعطيكم العافيه على التطبيق,God bless you on the application,ar,God bless you on the application,Domain_Specific,applic,0.333333333,Positive,0,0,1,0,0,0,0,0,0
3872,5/26/20 2:20,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,عمار الزركلي,1,التطبيق لا يدعم فئه الزائرين ( القادمين بفيزة زيارة) حيث. لا يمكن التسجيل الا من يمتلك رقم هوية وطنيه او اقامة,The application does not support the category of visitors (those coming with a visit visa). Registration can only be done by those who have a national identity number or residence,ar,The application does not support the category of visitors  those coming with a visit visa   Registration can only be done by those who have a national identity number or residence,Domain_Specific,"visitor, applic",0.133333333,Negative,0,0,1,0,0,0,0,0,0
3881,5/26/20 1:51,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,AHMED,5,فكره رائعه وتطبيق رائع ويختصر الكثير من الجهد ويسهل الامور بارك الله فيكم,A great idea and a wonderful application  it shortens a lot of effort and facilitates things  may God bless you,ar,A great idea and a wonderful application  it shortens a lot of effort and facilitates things  may God bless you,Domain_Specific,applic,0.083333333,Positive,0,0,1,0,0,0,0,0,0
3883,5/26/20 1:40,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,القاموس المحيط,2,إذا أخطئت في تحديد الموقع لا تستطيع التعديل. وإذا طلبت تصريح مشي على طول يعطيك في نفس الوقت بدون مراعاة الوقت المناسب.,If you incorrectly specify the location  you cannot edit. If you ask for a permit to walk along  it will be given to you at the same time without regard for the appropriate time.,ar,If you incorrectly specify the location  you cannot edit  If you ask for a permit to walk along  it will be given to you at the same time without regard for the appropriate time ,"Domain_Specific, Privacy","locat, locat",0.142857143,Neutral,0,0,1,0,0,0,0,1,0
3890,5/26/20 1:21,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,ماجد العنزي,1,يقول.. لايمكن للتطبيق ان يعمل على جهازك لأن جهازك تم عمل روت له.. وهذا غير صحيح.. جهازي honor 8 لم أعمل له روت ولا شيء,He says .. The application cannot work on your device because your device has been rooted .. This is not correct .. My honor 8 device has not been rooted and nothing,ar,He says    The application cannot work on your device because your device has been rooted    This is not correct    My honor   device has not been rooted and nothing,Domain_Specific,applic,0.083333333,Negative,0,0,1,0,0,0,0,0,0
3893,5/26/20 1:08,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),en,Masum Billah,5,Very good app. Thank you Saudi authority for helping people. May Allah bless you and your country.,  Very good app. Thank you Saudi authority for helping people. May Allah bless you and your country. ,en,  Very good app  Thank you Saudi authority for helping people  May Allah bless you and your country  ,"Domain_Specific, Language, Location","countri, countri, author, author",0.333333333,Positive,0,0,1,0,0,1,1,0,0
3895,5/26/20 0:59,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),en,Usama Malik,1,No option for visit visa holder to register,No option for visit visa holder to register,da,No option for visit visa holder to register,Domain_Specific,holder,0.2,Negative,0,0,1,0,0,0,0,0,0
3896,5/26/20 0:58,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,ورد الجنوب,5,برنامج رائع وجميل ومنظم يعطيكم العافيه حفظ الله البلاد والعباد ورفع البلاء,A wonderful  beautiful and organized program that gives you wellness  may God protect the country and its people  and lift the scourge,ar,A wonderful  beautiful and organized program that gives you wellness  may God protect the country and its people  and lift the scourge,"Language, Location, Privacy","countri, countri, protect",0.230769231,Positive,0,0,0,0,0,1,1,1,0
3899,5/26/20 0:53,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),en,abdulhamed Mr abdulhamed,5,من أفضل التطبيقات جزاكم الله خيرا لكل العاملين علي هذا التطبيق,One of the best applications  may Allah reward you with good for all those working on this application,ar,One of the best applications  may Allah reward you with good for all those working on this application,Domain_Specific,applic,0.111111111,Positive,0,0,1,0,0,0,0,0,0
3901,5/26/20 0:50,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,sherif atif,5,نشكر جميع المملكة العربية السعودية انتم صناع الحضارة والتقدم,We thank all the Kingdom of Saudi Arabia  you are the makers of civilization and progress,ar,We thank all the Kingdom of Saudi Arabia  you are the makers of civilization and progress,Location,saudi arabia,0.285714286,Positive,0,0,0,0,0,0,1,0,0
3910,5/26/20 0:34,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,Arafa G,5,ممتاز بارك الله فى السعوديه وملكها وولى عهدها وشعبها واهلها اهل الكرم,Mumtaz  may God bless Saudi Arabia  its king  the crown prince  its people  and its people  the people of generosity,ar,Mumtaz  may God bless Saudi Arabia  its king  the crown prince  its people  and its people  the people of generosity,Location,saudi arabia,0.153846154,Positive,0,0,0,0,0,0,1,0,0
3915,5/26/20 0:20,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,بندر العيد,5,تطبيق ممتاز وناجح يخدم جميع المواطنين والمقيمين,An excellent and successful application that serves all citizens and residents,ar,An excellent and successful application that serves all citizens and residents,Domain_Specific,applic,0.166666667,Positive,0,0,1,0,0,0,0,0,0
3917,5/25/20 23:41,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,فؤاد أبومحمد,1,البرنامج يكتب لي الخدمة غير متوفرة من يومين,The program writes to me the service is not available from two days,ar,The program writes to me the service is not available from two days,Domain_Specific,"servic, servic",0.333333333,Neutral,0,0,1,0,0,0,0,0,0
3918,5/25/20 23:40,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),en,Wajhiuddin Ansari,1,"Unable to insert/select date of birth on Android 10, pls fix it",  Unable to insert/select date of birth on Android 10  pls fix it ,en,  Unable to insert select date of birth on Android     pls fix it ,Domain_Specific,insert,0.125,Positive,0,0,1,0,0,0,0,0,0
3921,5/25/20 23:34,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,ريما نداف,1,يعني لحامل تأشيرة زيارة عم يرفض البرنامج استقبال الطلب,It means for the holder of a visit visa  the program refuses to receive the application,ar,It means for the holder of a visit visa  the program refuses to receive the application,Domain_Specific,"receiv, holder, applic",0.375,Neutral,0,0,1,0,0,0,0,0,0
3926,5/25/20 23:22,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),en,Sarathdev s,1,No use for a visit visa holder....,No use for a visit visa holder....,no,No use for a visit visa holder    ,Domain_Specific,holder,0.25,Negative,0,0,1,0,0,0,0,0,0
3928,5/25/20 23:13,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,منو كول,1,يخدم فقط من يمتلك حساب في ابشر,It only serves those who have an Absher account,ar,It only serves those who have an Absher account,Domain_Specific,account,0.25,Neutral,0,0,1,0,0,0,0,0,0
3930,5/25/20 23:11,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,mdm dmd,1,ماله داعي الحجر لو تم تطبيق المسح الشامل للمواطنين بواسطه المستشفيات والوحدات الصحيه للحي التابع له مثل ماصار في لقاح الاطفال ايام الملك خالد حتى الباديه وصلوا لها.. والمتوفين بسببها نفس عدد المتوفين من الامراض الاخرى والحوادث لكن جلسه البيت منعتهم,His money calls for quarantine if a comprehensive survey of citizens was implemented by hospitals and health units in his neighborhood  such as what happened in the vaccination of children during the days of King Khalid until the desert and they reached it .. and the deceased because of it the same number of deceased from other diseases and accidents  but the house sat prevented them,ar,His money calls for quarantine if a comprehensive survey of citizens was implemented by hospitals and health units in his neighborhood  such as what happened in the vaccination of children during the days of King Khalid until the desert and they reached it    and the deceased because of it the same number of deceased from other diseases and accidents  but the house sat prevented them,"Age, Domain_Specific","children, vaccin, unit",0.103448276,Positive,1,0,1,0,0,0,0,0,0
3931,5/25/20 23:09,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,mostafa alssad,4,هل يمكن للزائر ان يستفيد من خدمات التطبيق,Can the visitor benefit from the application services?,ar,Can the visitor benefit from the application services ,Domain_Specific,"servic, servic, visitor, applic",1,Positive,0,0,1,0,0,0,0,0,0
3934,5/25/20 23:01,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,Mohammed Bandar,5,تطبيق عملي جدا,Very practical application,ar,Very practical application,Domain_Specific,applic,0.333333333,Neutral,0,0,1,0,0,0,0,0,0
3935,5/25/20 22:56,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),en,Nafel Alenazi,5,Great and smart service,  Great and smart service ,en,  Great and smart service ,Domain_Specific,"servic, servic",0.666666667,Positive,0,0,1,0,0,0,0,0,0
3936,5/25/20 22:54,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,بشير الزعيم,5,شكرأ جزيل الشكر بمراعاة الظروف الإنسانية وجزاكم الله عنا خير الجزاء,Thank you very much  taking into account the humanitarian conditions  and may God reward you with the best reward on our behalf,ar,Thank you very much  taking into account the humanitarian conditions  and may God reward you with the best reward on our behalf,Domain_Specific,account,0.076923077,Positive,0,0,1,0,0,0,0,0,0
3941,5/25/20 22:45,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,Prince Samo,5,السلام عليكم عند التسجيل في التطبيق يقول ان رقم الميلاد غير مطابق مع الاقامه علما انني ادخل نفس تاريخ الميلاد الموجود بالاقامه يرجى حل المشكلة ولكم جزيل الشكر,Peace be upon you. When registering in the application  it says that the birth number is not identical with the residency  knowing that I am entering the same date of birth in the residence. Please solve the problem and thank you very much,ar,Peace be upon you  When registering in the application  it says that the birth number is not identical with the residency  knowing that I am entering the same date of birth in the residence  Please solve the problem and thank you very much,Domain_Specific,"enter, applic",0.1,Positive,0,0,1,0,0,0,0,0,0
3944,5/25/20 22:37,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,M D,5,افضل تطبيق,The best application,ar,The best application,Domain_Specific,applic,0.5,Positive,0,0,1,0,0,0,0,0,0
3945,5/25/20 22:29,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),en,Ahmad El-khatib,5,مجهود تشكروا عليه و جزاكم الله كل خير. تطبيق ممتاز و فعال و فكرة ممتازة جدا. بارك الله فيكم,Thank you effort  and may God reward you with all the best. An excellent and effective application and a very excellent idea. God bless you,ar,Thank you effort  and may God reward you with all the best  An excellent and effective application and a very excellent idea  God bless you,Domain_Specific,applic,0.071428571,Positive,0,0,1,0,0,0,0,0,0
3946,5/25/20 22:28,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,فواز الجحدلي,5,شكرا يعطيك العافية إلي حكومة المملكة العربية السعودية علي مجهودكم,Thank you. He gives you wellness to the government of the Kingdom of Saudi Arabia for your efforts,ar,Thank you  He gives you wellness to the government of the Kingdom of Saudi Arabia for your efforts,Location,saudi arabia,0.25,Positive,0,0,0,0,0,0,1,0,0
3952,5/25/20 22:19,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,ابو لولو,1,ما يستحق النجمة اللي حطيتها جبر استحو على أنفسكم انا عندي احتياجات ضرورية ارعى شوؤن انفس ذوات احتياجات مهم جدا لحياتهم والبرنامج هذا يرفض ادخل تاريخ الميلاد أرجوكم أعطوني حل,What deserves the star that I have given Jaber  take your breath away. I have essential needs that take care of the affairs of people with needs that are very important to their lives  and this program refuses to enter the date of birth. Please give me a solution,ar,What deserves the star that I have given Jaber  take your breath away  I have essential needs that take care of the affairs of people with needs that are very important to their lives  and this program refuses to enter the date of birth  Please give me a solution,Domain_Specific,"enter, import",0.08,Positive,0,0,1,0,0,0,0,0,0
3955,5/25/20 22:14,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,أحمد العبدلي,5,تطبيق ممتاز جدا انصح بتحميله,Very excellent application I recommend downloading,ar,Very excellent application I recommend downloading,Domain_Specific,applic,0.2,Positive,0,0,1,0,0,0,0,0,0
3964,5/25/20 22:00,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),en,Usman Tahir,5,I want to change my location i can't change my location please help me,  I want to change my location i can't change my location please help me ,en,  I want to change my location i can t change my location please help me ,"Domain_Specific, Privacy","locat, locat",0.285714286,Positive,0,0,1,0,0,0,0,1,0
3966,5/25/20 21:58,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,Lawrence Harbi,5,تطبيق ممتاز وسهل التعامل معه يلبى جميع احتياجاتك انت والأسره انا مرتاح شكرا حكومتنا الرشيدة,An excellent and easy-to-deal application that meets all your needs and your family. I am comfortable. Thank you  our rational government,ar,An excellent and easy to deal application that meets all your needs and your family  I am comfortable  Thank you  our rational government,Domain_Specific,applic,0.090909091,Positive,0,0,1,0,0,0,0,0,0
3968,5/25/20 21:51,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,سبحان الله,5,شكراََ لكل القائمين على هذا التطبيق الله يحفظكم ❤️❤️,Thank you to all those in charge of this application  may God protect you ❤️❤️,ar,Thank you to all those in charge of this application  may God protect you     ,"Domain_Specific, Privacy","protect, applic",0.333333333,Positive,0,0,1,0,0,0,0,1,0
3969,5/25/20 21:51,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),en,Syed Hunain Riaz,1,Cannot enter date of birth at the registration screen. Tried everyway possible in both gregorian and Hijri.,  Cannot enter date of birth at the registration screen. Tried everyway possible in both gregorian and Hijri. ,en,  Cannot enter date of birth at the registration screen  Tried everyway possible in both gregorian and Hijri  ,Domain_Specific,enter,0.1,Neutral,0,0,1,0,0,0,0,0,0
3970,5/25/20 21:50,sa.gov.nic.tawakkalna,Tawakkalna (Covid-19 KSA),ar,محمد ناصر الحسين,5,تطبيق ممتاز جدا,Very excellent application,ar,Very excellent application,Domain_Specific,applic,0.333333333,Positive,0,0,1,0,0,0,0,0,0
